사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
2019년 10월 14일 20시,서울특별시 노원구 하계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 14일 21시,서울특별시 용산구 한강로2가,중상사고,0,1,1,0,승합,중상,승용,상해없음
2019년 10월 14일 21시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 10월 14일 22시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 14일 23시,서울특별시 광진구 자양동,중상사고,0,1,0,0,승합,상해없음,,
2019년 10월 15일 01시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 10월 15일 01시,서울특별시 송파구 가락동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 10월 15일 03시,서울특별시 강서구 염창동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 03시,서울특별시 성북구 길음동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
2019년 10월 15일 04시,서울특별시 송파구 방이동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 05시,서울특별시 금천구 시흥동,중상사고,0,1,12,1,승용,경상,승합,경상
2019년 10월 15일 06시,서울특별시 종로구 세종로,중상사고,0,1,1,0,승합,상해없음,승합,상해없음
2019년 10월 15일 08시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 08시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,화물,상해없음,자전거,중상
2019년 10월 15일 09시,서울특별시 노원구 하계동,중상사고,0,1,1,0,승용,중상,승용,경상
2019년 10월 15일 10시,서울특별시 송파구 송파동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 10월 15일 11시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 11시,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 15일 13시,서울특별시 종로구 와룡동,중상사고,0,2,0,0,원동기,중상,승용,상해없음
2019년 10월 15일 15시,서울특별시 중구 남대문로5가,중상사고,0,1,0,0,승용,상해없음,원동기,중상
2019년 10월 15일 15시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 10월 15일 15시,서울특별시 송파구 석촌동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 16시,서울특별시 마포구 동교동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
2019년 10월 15일 16시,서울특별시 강동구 성내동,중상사고,0,1,0,0,원동기,중상,화물,상해없음
2019년 10월 15일 16시,서울특별시 노원구 상계동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 10월 15일 17시,서울특별시 영등포구 당산동6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 15일 17시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,개인형이동수단(PM),중상,화물,상해없음
2019년 10월 15일 17시,서울특별시 강남구 신사동,중상사고,0,1,0,0,개인형이동수단(PM),중상,승용,상해없음
2019년 10월 15일 17시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 15일 18시,서울특별시 광진구 광장동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 18시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 10월 15일 18시,서울특별시 중랑구 망우동,중상사고,0,1,1,0,승용,상해없음,승용,중상
2019년 10월 15일 18시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 18시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 10월 15일 19시,서울특별시 구로구 천왕동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 10월 15일 20시,서울특별시 송파구 잠실동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
2019년 10월 15일 21시,서울특별시 광진구 자양동,중상사고,0,1,0,1,승용,상해없음,승용,부상신고
2019년 10월 15일 22시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 15일 22시,서울특별시 서초구 반포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 15일 23시,서울특별시 중구 충무로1가,중상사고,0,1,1,0,화물,기타불명,승용,중상
2019년 10월 15일 23시,서울특별시 영등포구 영등포동8가,중상사고,0,1,1,0,승용,상해없음,승용,상해없음
2019년 10월 16일 00시,서울특별시 마포구 상암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 16일 00시,서울특별시 서초구 반포동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 16일 01시,서울특별시 마포구 노고산동,중상사고,0,1,1,0,원동기,경상,보행자,중상
2019년 10월 16일 02시,서울특별시 중구 흥인동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 16일 03시,서울특별시 중구 충무로1가,중상사고,0,1,1,0,승용,상해없음,보행자,중상
2019년 10월 16일 07시,서울특별시 송파구 신천동,중상사고,0,1,1,0,승용,경상,승용,중상
2019년 10월 16일 08시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 10월 16일 11시,서울특별시 영등포구 양평동6가,중상사고,0,1,1,0,승용,경상,승용,중상
2019년 10월 16일 12시,서울특별시 종로구 묘동,중상사고,0,1,0,1,이륜,부상신고,이륜,중상
2019년 10월 16일 12시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
2019년 10월 16일 12시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 16일 14시,서울특별시 종로구 재동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 10월 16일 14시,서울특별시 동작구 동작동,중상사고,0,2,3,0,승용,상해없음,승합,중상
2019년 10월 16일 14시,서울특별시 송파구 송파동,중상사고,0,1,0,1,이륜,중상,,
2019년 10월 16일 16시,서울특별시 송파구 석촌동,중상사고,0,1,0,0,승합,상해없음,,
2019년 10월 16일 17시,서울특별시 마포구 서교동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 10월 16일 17시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 16일 18시,서울특별시 영등포구 문래동2가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 10월 16일 18시,서울특별시 노원구 공릉동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
2019년 10월 16일 18시,서울특별시 도봉구 방학동,중상사고,0,2,0,0,승합,상해없음,이륜,중상
2019년 10월 16일 19시,서울특별시 종로구 숭인동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 10월 16일 19시,서울특별시 송파구 신천동,중상사고,0,2,0,0,승용,중상,승용,중상
2019년 10월 16일 21시,서울특별시 종로구 평창동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 16일 21시,서울특별시 송파구 송파동,중상사고,0,1,0,0,화물,상해없음,원동기,중상
2019년 10월 16일 22시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 02시,서울특별시 서대문구 홍은동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 02시,서울특별시 광진구 화양동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 04시,서울특별시 양천구 신월동,사망사고,1,1,1,0,승용,중상,건설기계,경상
2019년 10월 17일 05시,서울특별시 동작구 대방동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 10월 17일 06시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 09시,서울특별시 성북구 석관동,중상사고,0,1,1,0,승용,상해없음,이륜,경상
2019년 10월 17일 10시,서울특별시 광진구 자양동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 10시,서울특별시 강서구 염창동,중상사고,0,1,0,0,기타불명,기타불명,보행자,중상
2019년 10월 17일 11시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 11시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 11시,서울특별시 도봉구 창동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 11시,서울특별시 도봉구 방학동,중상사고,0,1,0,0,기타불명,상해없음,보행자,중상
2019년 10월 17일 12시,서울특별시 종로구 장사동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
2019년 10월 17일 12시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 14시,서울특별시 노원구 상계동,중상사고,0,1,1,0,화물,상해없음,보행자,중상
2019년 10월 17일 15시,서울특별시 성북구 길음동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 10월 17일 15시,서울특별시 성북구 종암동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 15시,서울특별시 구로구 가리봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 15시,서울특별시 양천구 신월동,중상사고,0,1,3,0,승합,상해없음,승용,경상
2019년 10월 17일 15시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승합,상해없음,보행자,중상
2019년 10월 17일 16시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 17시,서울특별시 종로구 신문로2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 17시,서울특별시 강남구 청담동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 17시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 18시,서울특별시 강북구 미아동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 10월 17일 18시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 18시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 10월 17일 19시,서울특별시 마포구 아현동,중상사고,0,1,0,0,이륜,중상,,
2019년 10월 17일 19시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 10월 17일 20시,서울특별시 영등포구 양화동,중상사고,0,1,1,0,자전거,중상,자전거,경상
2019년 10월 17일 20시,서울특별시 서초구 방배동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 17일 21시,서울특별시 영등포구 도림동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 10월 17일 21시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,승용,상해없음
2019년 10월 17일 23시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 17일 23시,서울특별시 은평구 불광동,중상사고,0,2,0,2,승용,상해없음,승용,중상
2019년 10월 18일 05시,서울특별시 동대문구 용두동,사망사고,1,0,0,0,승용,상해없음,자전거,사망
2019년 10월 18일 05시,서울특별시 금천구 독산동,중상사고,0,4,10,0,승용,경상,승합,경상
2019년 10월 18일 06시,서울특별시 송파구 거여동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 18일 08시,서울특별시 마포구 공덕동,중상사고,0,1,1,0,이륜,중상,승용,경상
2019년 10월 18일 08시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 18일 08시,서울특별시 송파구 방이동,중상사고,0,1,1,0,승용,기타불명,승용,상해없음
2019년 10월 18일 08시,서울특별시 노원구 월계동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 18일 09시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 10월 18일 09시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,건설기계,상해없음,보행자,중상
2019년 10월 18일 09시,서울특별시 성북구 길음동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 18일 10시,서울특별시 마포구 중동,중상사고,0,1,0,0,승용,상해없음,승용,중상
2019년 10월 18일 10시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승합,기타불명,보행자,중상
2019년 10월 18일 10시,서울특별시 강동구 천호동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 10월 18일 11시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 18일 12시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,승합,상해없음,자전거,중상
2019년 10월 18일 12시,서울특별시 송파구 거여동,중상사고,0,1,0,0,화물,상해없음,보행자,중상
2019년 10월 18일 12시,서울특별시 노원구 상계동,중상사고,0,1,2,0,이륜,중상,승용,경상
2019년 10월 18일 13시,서울특별시 중랑구 신내동,중상사고,0,1,1,0,이륜,중상,승용,경상
2019년 10월 18일 13시,서울특별시 강서구 방화동,중상사고,0,1,0,0,승용,상해없음,자전거,중상
2019년 10월 18일 14시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
2019년 10월 18일 14시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
2019년 10월 18일 15시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2019년 10월 18일 15시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,보행자,중상
2019년 10월 18일 15시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,자전거,상해없음,보행자,중상
2019년 10월 18일 18시,서울특별시 강서구 염창동,중상사고,0,2,1,0,승용,상해없음,승합,중상
2019년 10월 18일 18시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,자전거,중상,승용,상해없음
2019년 10월 18일 19시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
