,index,사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
1079,4193,2019년 6월 7일 04시,서울특별시 용산구 동빙고동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1080,4202,2019년 6월 7일 11시,서울특별시 송파구 오금동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1081,4215,2019년 6월 7일 19시,서울특별시 성동구 홍익동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1082,4220,2019년 6월 8일 01시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,이륜,중상,,
1083,4221,2019년 6월 8일 01시,서울특별시 관악구 봉천동,중상사고,0,1,1,0,이륜,경상,이륜,중상
1084,4223,2019년 6월 8일 03시,서울특별시 금천구 독산동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1085,4224,2019년 6월 8일 04시,서울특별시 마포구 성산동,중상사고,0,1,2,0,이륜,중상,승용,경상
1086,4225,2019년 6월 8일 05시,서울특별시 은평구 신사동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1087,4232,2019년 6월 8일 10시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1088,4237,2019년 6월 8일 15시,서울특별시 강북구 미아동,중상사고,0,1,0,0,자전거,상해없음,이륜,중상
1089,4243,2019년 6월 8일 19시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
1090,4244,2019년 6월 8일 21시,서울특별시 동작구 상도동,중상사고,0,1,0,1,이륜,부상신고,이륜,중상
1091,4249,2019년 6월 9일 01시,서울특별시 동대문구 회기동,중상사고,0,2,1,0,이륜,중상,이륜,경상
1092,4250,2019년 6월 9일 02시,서울특별시 노원구 월계동,중상사고,0,1,0,0,이륜,중상,,
1093,4252,2019년 6월 9일 03시,서울특별시 은평구 불광동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1094,4259,2019년 6월 9일 18시,서울특별시 강서구 마곡동,사망사고,1,0,0,0,이륜,사망,승합,상해없음
1095,4267,2019년 6월 10일 00시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,이륜,상해없음,승용,중상
1096,4272,2019년 6월 10일 03시,서울특별시 성동구 행당동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
1097,4277,2019년 6월 10일 09시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1098,4281,2019년 6월 10일 11시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1099,4287,2019년 6월 10일 15시,서울특별시 서초구 우면동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1100,4292,2019년 6월 10일 17시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1101,4293,2019년 6월 10일 18시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1102,4295,2019년 6월 10일 20시,서울특별시 동대문구 제기동,사망사고,1,0,0,1,이륜,부상신고,보행자,사망
1103,4298,2019년 6월 10일 21시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1104,4306,2019년 6월 11일 08시,서울특별시 성북구 동소문동1가,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1105,4308,2019년 6월 11일 09시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1106,4310,2019년 6월 11일 09시,서울특별시 구로구 신도림동,중상사고,0,1,1,0,자전거,경상,이륜,중상
1107,4313,2019년 6월 11일 12시,서울특별시 구로구 구로동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1108,4315,2019년 6월 11일 13시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1109,4317,2019년 6월 11일 14시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1110,4318,2019년 6월 11일 16시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1111,4319,2019년 6월 11일 17시,서울특별시 종로구 숭인동,중상사고,0,1,1,0,이륜,상해없음,승합,상해없음
1112,4325,2019년 6월 12일 01시,서울특별시 동대문구 답십리동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
1113,4329,2019년 6월 12일 09시,서울특별시 강북구 수유동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
1114,4332,2019년 6월 12일 11시,서울특별시 서초구 방배동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1115,4333,2019년 6월 12일 13시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1116,4335,2019년 6월 12일 13시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1117,4343,2019년 6월 12일 21시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,자전거,중상,이륜,상해없음
1118,4350,2019년 6월 13일 06시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1119,4352,2019년 6월 13일 08시,서울특별시 중구 황학동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1120,4354,2019년 6월 13일 09시,서울특별시 성북구 정릉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1121,4356,2019년 6월 13일 10시,서울특별시 중구 신당동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1122,4364,2019년 6월 13일 18시,서울특별시 성동구 용답동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1123,4375,2019년 6월 14일 08시,서울특별시 마포구 상수동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1124,4376,2019년 6월 14일 10시,서울특별시 성동구 하왕십리동,사망사고,1,0,0,0,이륜,상해없음,보행자,사망
1125,4378,2019년 6월 14일 11시,서울특별시 도봉구 창동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1126,4384,2019년 6월 14일 16시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1127,4385,2019년 6월 14일 17시,서울특별시 성북구 동선동2가,중상사고,0,1,1,0,승합,상해없음,이륜,경상
1128,4392,2019년 6월 14일 21시,서울특별시 영등포구 양평동4가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1129,4393,2019년 6월 14일 21시,서울특별시 노원구 중계동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1130,4394,2019년 6월 14일 22시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1131,4396,2019년 6월 14일 23시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1132,4399,2019년 6월 15일 01시,서울특별시 노원구 공릉동,중상사고,0,3,1,0,승용,상해없음,이륜,경상
1133,4401,2019년 6월 15일 02시,서울특별시 광진구 군자동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1134,4403,2019년 6월 15일 05시,서울특별시 마포구 마포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1135,4406,2019년 6월 15일 06시,서울특별시 동대문구 용두동,사망사고,1,0,0,0,이륜,사망,승용,상해없음
1136,4409,2019년 6월 15일 08시,서울특별시 중구 을지로4가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1137,4413,2019년 6월 15일 11시,서울특별시 동작구 신대방동,중상사고,0,4,1,0,이륜,중상,승용,경상
1138,4418,2019년 6월 15일 13시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1139,4428,2019년 6월 15일 17시,서울특별시 강남구 논현동,중상사고,0,2,2,0,이륜,중상,승용,경상
1140,4431,2019년 6월 15일 17시,서울특별시 강남구 개포동,중상사고,0,1,0,0,자전거,중상,이륜,상해없음
1141,4432,2019년 6월 15일 18시,서울특별시 강북구 수유동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1142,4433,2019년 6월 15일 18시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1143,4435,2019년 6월 15일 18시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1144,4436,2019년 6월 15일 19시,서울특별시 강북구 우이동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1145,4439,2019년 6월 15일 21시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1146,4440,2019년 6월 15일 21시,서울특별시 영등포구 당산동1가,중상사고,0,2,0,0,이륜,중상,승용,중상
1147,4441,2019년 6월 15일 21시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1148,4443,2019년 6월 16일 00시,서울특별시 강북구 번동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1149,4447,2019년 6월 16일 06시,서울특별시 성동구 마장동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1150,4451,2019년 6월 16일 12시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1151,4452,2019년 6월 16일 12시,서울특별시 강동구 천호동,중상사고,0,1,0,0,자전거,상해없음,이륜,중상
1152,4453,2019년 6월 16일 12시,서울특별시 노원구 공릉동,중상사고,0,1,1,1,이륜,부상신고,승용,중상
1153,4458,2019년 6월 16일 17시,서울특별시 강동구 명일동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1154,4460,2019년 6월 16일 19시,서울특별시 노원구 상계동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
1155,4461,2019년 6월 16일 21시,서울특별시 성동구 금호동4가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1156,4469,2019년 6월 17일 07시,서울특별시 송파구 송파동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1157,4479,2019년 6월 17일 16시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1158,4482,2019년 6월 17일 16시,서울특별시 성북구 종암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1159,4486,2019년 6월 17일 19시,서울특별시 양천구 목동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1160,4489,2019년 6월 17일 21시,서울특별시 강남구 개포동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
1161,4490,2019년 6월 17일 22시,서울특별시 중구 을지로6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1162,4491,2019년 6월 17일 22시,서울특별시 송파구 가락동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1163,4493,2019년 6월 17일 23시,서울특별시 종로구 종로5가,사망사고,1,0,0,0,이륜,사망,승합,상해없음
1164,4494,2019년 6월 18일 00시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1165,4501,2019년 6월 18일 08시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1166,4502,2019년 6월 18일 09시,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1167,4508,2019년 6월 18일 11시,서울특별시 관악구 신림동,중상사고,0,2,0,0,이륜,중상,이륜,중상
1168,4510,2019년 6월 18일 13시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1169,4511,2019년 6월 18일 14시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1170,4513,2019년 6월 18일 15시,서울특별시 서초구 방배동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1171,4514,2019년 6월 18일 17시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1172,4520,2019년 6월 18일 21시,서울특별시 송파구 오금동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1173,4526,2019년 6월 19일 05시,서울특별시 동대문구 답십리동,사망사고,1,0,0,0,이륜,사망,,
1174,4535,2019년 6월 19일 10시,서울특별시 성동구 성수동1가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1175,4539,2019년 6월 19일 11시,서울특별시 송파구 잠실동,중상사고,0,1,0,0,승합,상해없음,이륜,상해없음
1176,4540,2019년 6월 19일 13시,서울특별시 성북구 장위동,중상사고,0,1,0,0,이륜,중상,,
1177,4541,2019년 6월 19일 13시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1178,4545,2019년 6월 19일 16시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1179,4547,2019년 6월 19일 16시,서울특별시 강남구 개포동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1180,4549,2019년 6월 19일 17시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1181,4551,2019년 6월 19일 18시,서울특별시 성동구 금호동4가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1182,4554,2019년 6월 19일 19시,서울특별시 서대문구 홍은동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1183,4558,2019년 6월 19일 19시,서울특별시 강남구 대치동,중상사고,0,1,1,0,이륜,경상,승용,중상
1184,4559,2019년 6월 19일 20시,서울특별시 영등포구 여의도동,중상사고,0,1,0,1,이륜,상해없음,보행자,중상
1185,4560,2019년 6월 19일 20시,서울특별시 강남구 대치동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
1186,4562,2019년 6월 19일 22시,서울특별시 동작구 사당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1187,4564,2019년 6월 20일 00시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1188,4570,2019년 6월 20일 08시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1189,4571,2019년 6월 20일 09시,서울특별시 금천구 가산동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1190,4572,2019년 6월 20일 09시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1191,4573,2019년 6월 20일 09시,서울특별시 강서구 내발산동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1192,4574,2019년 6월 20일 09시,서울특별시 구로구 가리봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1193,4575,2019년 6월 20일 13시,서울특별시 중구 신당동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1194,4587,2019년 6월 21일 00시,서울특별시 중구 쌍림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1195,4589,2019년 6월 21일 01시,서울특별시 성동구 상왕십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1196,4592,2019년 6월 21일 10시,서울특별시 강북구 번동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1197,4597,2019년 6월 21일 14시,서울특별시 중랑구 묵동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1198,4599,2019년 6월 21일 15시,서울특별시 서초구 방배동,사망사고,1,0,0,0,이륜,상해없음,보행자,사망
1199,4602,2019년 6월 21일 17시,서울특별시 성북구 종암동,중상사고,0,1,0,0,이륜,상해없음,승용,상해없음
1200,4607,2019년 6월 21일 18시,서울특별시 송파구 장지동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1201,4608,2019년 6월 21일 20시,서울특별시 동대문구 신설동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1202,4611,2019년 6월 21일 22시,서울특별시 금천구 독산동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1203,4614,2019년 6월 22일 02시,서울특별시 성동구 홍익동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1204,4620,2019년 6월 22일 06시,서울특별시 강남구 청담동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1205,4629,2019년 6월 22일 13시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1206,4632,2019년 6월 22일 16시,서울특별시 성북구 안암동5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1207,4633,2019년 6월 22일 16시,서울특별시 송파구 송파동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1208,4635,2019년 6월 22일 18시,서울특별시 양천구 목동,중상사고,0,1,2,0,이륜,경상,승용,경상
1209,4637,2019년 6월 22일 20시,서울특별시 동대문구 답십리동,중상사고,0,2,0,0,이륜,중상,이륜,중상
1210,4639,2019년 6월 22일 21시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1211,4642,2019년 6월 22일 21시,서울특별시 강동구 길동,중상사고,0,1,2,0,이륜,상해없음,승합,상해없음
1212,4643,2019년 6월 22일 21시,서울특별시 노원구 하계동,중상사고,0,1,0,0,이륜,상해없음,승용,상해없음
1213,4645,2019년 6월 23일 00시,서울특별시 성북구 종암동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1214,4647,2019년 6월 23일 03시,서울특별시 도봉구 도봉동,중상사고,0,1,1,0,이륜,중상,승용,상해없음
1215,4648,2019년 6월 23일 04시,서울특별시 서대문구 홍은동,중상사고,0,2,1,0,이륜,중상,승용,경상
1216,4649,2019년 6월 23일 04시,서울특별시 관악구 신림동,중상사고,0,1,1,0,이륜,상해없음,이륜,중상
1217,4652,2019년 6월 23일 05시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1218,4657,2019년 6월 23일 11시,서울특별시 양천구 목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1219,4658,2019년 6월 23일 12시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1220,4660,2019년 6월 23일 14시,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1221,4661,2019년 6월 23일 14시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1222,4662,2019년 6월 23일 14시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1223,4664,2019년 6월 23일 16시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1224,4668,2019년 6월 23일 22시,서울특별시 광진구 화양동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1225,4669,2019년 6월 23일 22시,서울특별시 성동구 성수동1가,중상사고,0,2,1,0,승용,상해없음,이륜,중상
1226,4674,2019년 6월 24일 08시,서울특별시 강북구 미아동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1227,4680,2019년 6월 24일 10시,서울특별시 영등포구 여의도동,중상사고,0,1,1,0,이륜,경상,승용,중상
1228,4686,2019년 6월 24일 12시,서울특별시 송파구 신천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1229,4688,2019년 6월 24일 15시,서울특별시 금천구 가산동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1230,4691,2019년 6월 24일 17시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1231,4692,2019년 6월 24일 18시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1232,4693,2019년 6월 24일 19시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
1233,4697,2019년 6월 24일 20시,서울특별시 구로구 항동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1234,4701,2019년 6월 24일 22시,서울특별시 송파구 송파동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1235,4706,2019년 6월 25일 06시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1236,4711,2019년 6월 25일 09시,서울특별시 용산구 도원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1237,4715,2019년 6월 25일 11시,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1238,4717,2019년 6월 25일 13시,서울특별시 중구 서소문동,중상사고,0,1,0,0,이륜,상해없음,,
1239,4721,2019년 6월 25일 15시,서울특별시 서초구 내곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1240,4722,2019년 6월 25일 15시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1241,4723,2019년 6월 25일 16시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,승합,기타불명,이륜,중상
1242,4724,2019년 6월 25일 16시,서울특별시 노원구 월계동,중상사고,0,2,1,0,이륜,경상,승용,중상
1243,4729,2019년 6월 25일 18시,서울특별시 관악구 남현동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1244,4730,2019년 6월 25일 18시,서울특별시 도봉구 창동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
1245,4733,2019년 6월 25일 19시,서울특별시 서초구 양재동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1246,4746,2019년 6월 26일 15시,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1247,4748,2019년 6월 26일 17시,서울특별시 강남구 청담동,중상사고,0,2,0,0,이륜,중상,승용,중상
1248,4751,2019년 6월 26일 18시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1249,4758,2019년 6월 26일 21시,서울특별시 송파구 잠실동,중상사고,0,1,1,0,승용,경상,이륜,중상
1250,4765,2019년 6월 27일 04시,서울특별시 송파구 풍납동,중상사고,0,1,1,0,이륜,경상,,
1251,4774,2019년 6월 27일 14시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1252,4777,2019년 6월 27일 15시,서울특별시 송파구 장지동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1253,4782,2019년 6월 27일 18시,서울특별시 강서구 마곡동,중상사고,0,1,1,0,이륜,경상,자전거,중상
1254,4783,2019년 6월 27일 19시,서울특별시 중구 을지로6가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1255,4787,2019년 6월 27일 21시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1256,4789,2019년 6월 27일 22시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1257,4791,2019년 6월 27일 23시,서울특별시 관악구 봉천동,중상사고,0,1,0,1,이륜,부상신고,이륜,중상
1258,4792,2019년 6월 28일 00시,서울특별시 동작구 신대방동,중상사고,0,2,1,0,이륜,중상,,
1259,4797,2019년 6월 28일 09시,서울특별시 강북구 미아동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
1260,4802,2019년 6월 28일 12시,서울특별시 영등포구 문래동6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1261,4805,2019년 6월 28일 14시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1262,4806,2019년 6월 28일 15시,서울특별시 중구 남창동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
1263,4809,2019년 6월 28일 17시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
1264,4816,2019년 6월 28일 20시,서울특별시 은평구 응암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1265,4819,2019년 6월 28일 21시,서울특별시 서대문구 현저동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
1266,4825,2019년 6월 29일 03시,서울특별시 구로구 개봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1267,4828,2019년 6월 29일 09시,서울특별시 은평구 수색동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
1268,4831,2019년 6월 29일 14시,서울특별시 영등포구 문래동4가,중상사고,0,1,1,0,이륜,중상,승용,경상
1269,4833,2019년 6월 29일 15시,서울특별시 성동구 상왕십리동,중상사고,0,1,0,0,이륜,중상,,
1270,4839,2019년 6월 29일 20시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
1271,4841,2019년 6월 30일 00시,서울특별시 용산구 이태원동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
1272,4842,2019년 6월 30일 01시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1273,4843,2019년 6월 30일 01시,서울특별시 송파구 가락동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1274,4856,2019년 6월 30일 19시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1275,4859,2019년 7월 1일 07시,서울특별시 광진구 자양동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1276,4862,2019년 7월 1일 10시,서울특별시 서대문구 남가좌동,중상사고,0,1,0,1,이륜,부상신고,승용,상해없음
1277,4866,2019년 7월 1일 12시,서울특별시 강북구 미아동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1278,4867,2019년 7월 1일 12시,서울특별시 마포구 도화동,중상사고,0,1,1,0,이륜,중상,승용,경상
1279,4869,2019년 7월 1일 12시,서울특별시 도봉구 창동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1280,4870,2019년 7월 1일 13시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,건설기계,상해없음,이륜,중상
1281,4871,2019년 7월 1일 15시,서울특별시 종로구 종로6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1282,4872,2019년 7월 1일 15시,서울특별시 마포구 공덕동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1283,4873,2019년 7월 1일 15시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1284,4874,2019년 7월 1일 15시,서울특별시 양천구 신정동,중상사고,0,1,0,0,이륜,기타불명,이륜,중상
1285,4877,2019년 7월 1일 17시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1286,4879,2019년 7월 1일 18시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1287,4880,2019년 7월 1일 18시,서울특별시 노원구 상계동,중상사고,0,1,1,0,이륜,중상,승용,경상
1288,4881,2019년 7월 1일 19시,서울특별시 중구 흥인동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1289,4882,2019년 7월 1일 20시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1290,4884,2019년 7월 1일 21시,서울특별시 강동구 천호동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1291,4886,2019년 7월 1일 23시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1292,4891,2019년 7월 2일 08시,서울특별시 송파구 신천동,중상사고,0,2,0,0,이륜,중상,승합,상해없음
1293,4892,2019년 7월 2일 08시,서울특별시 서초구 양재동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
1294,4893,2019년 7월 2일 09시,서울특별시 종로구 종로6가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1295,4894,2019년 7월 2일 09시,서울특별시 성북구 삼선동1가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1296,4897,2019년 7월 2일 11시,서울특별시 송파구 송파동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
1297,4898,2019년 7월 2일 12시,서울특별시 중랑구 망우동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
1298,4899,2019년 7월 2일 14시,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
1299,4906,2019년 7월 2일 17시,서울특별시 강남구 도곡동,중상사고,0,1,1,0,이륜,경상,이륜,중상
1300,4915,2019년 7월 3일 03시,서울특별시 동작구 대방동,중상사고,0,1,0,2,이륜,부상신고,자전거,중상
1301,4916,2019년 7월 3일 07시,서울특별시 종로구 세종로,중상사고,0,2,1,0,이륜,중상,이륜,경상
1302,4917,2019년 7월 3일 08시,서울특별시 성동구 금호동1가,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
1303,4922,2019년 7월 3일 10시,서울특별시 중구 을지로5가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
