,index,사고일시,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,가해운전자 차종,가해운전자 상해정도,피해운전자 차종,피해운전자 상해정도
0,8,2019년 1월 1일 19시,서울특별시 용산구 후암동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
1,23,2019년 1월 2일 11시,서울특별시 성동구 용답동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
2,25,2019년 1월 2일 12시,서울특별시 서대문구 북아현동,중상사고,0,1,0,0,이륜,중상,건설기계,상해없음
3,30,2019년 1월 2일 15시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
4,35,2019년 1월 2일 18시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
5,36,2019년 1월 2일 18시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
6,37,2019년 1월 2일 19시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
7,38,2019년 1월 2일 20시,서울특별시 송파구 가락동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
8,39,2019년 1월 2일 21시,서울특별시 중구 신당동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
9,40,2019년 1월 2일 21시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
10,49,2019년 1월 3일 00시,서울특별시 은평구 갈현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
11,54,2019년 1월 3일 06시,서울특별시 양천구 목동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
12,56,2019년 1월 3일 08시,서울특별시 서초구 우면동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
13,58,2019년 1월 3일 09시,서울특별시 영등포구 영등포동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
14,65,2019년 1월 3일 12시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
15,66,2019년 1월 3일 12시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
16,70,2019년 1월 3일 16시,서울특별시 강서구 방화동,중상사고,0,1,0,0,건설기계,상해없음,이륜,중상
17,76,2019년 1월 3일 20시,서울특별시 마포구 용강동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
18,81,2019년 1월 3일 23시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
19,85,2019년 1월 4일 08시,서울특별시 종로구 궁정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
20,90,2019년 1월 4일 12시,서울특별시 구로구 구로동,중상사고,0,1,1,0,승용,경상,이륜,중상
21,93,2019년 1월 4일 17시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
22,94,2019년 1월 4일 18시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
23,100,2019년 1월 4일 19시,서울특별시 양천구 목동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
24,102,2019년 1월 4일 20시,서울특별시 서대문구 홍은동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
25,106,2019년 1월 4일 20시,서울특별시 서초구 반포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
26,107,2019년 1월 4일 21시,서울특별시 용산구 한남동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
27,109,2019년 1월 4일 21시,서울특별시 강동구 천호동,중상사고,0,1,0,1,이륜,부상신고,보행자,중상
28,113,2019년 1월 4일 22시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
29,116,2019년 1월 5일 00시,서울특별시 영등포구 영등포동7가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
30,119,2019년 1월 5일 09시,서울특별시 용산구 이태원동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
31,122,2019년 1월 5일 10시,서울특별시 서초구 방배동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
32,128,2019년 1월 5일 16시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
33,129,2019년 1월 5일 17시,서울특별시 종로구 구기동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
34,131,2019년 1월 5일 18시,서울특별시 영등포구 양평동2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
35,137,2019년 1월 6일 02시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
36,138,2019년 1월 6일 06시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,자전거,중상,이륜,상해없음
37,141,2019년 1월 6일 13시,서울특별시 동작구 상도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
38,145,2019년 1월 6일 18시,서울특별시 마포구 마포동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
39,146,2019년 1월 6일 18시,서울특별시 동작구 신대방동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
40,147,2019년 1월 7일 00시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
41,157,2019년 1월 7일 13시,서울특별시 성북구 종암동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
42,159,2019년 1월 7일 15시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
43,162,2019년 1월 7일 15시,서울특별시 강남구 대치동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
44,169,2019년 1월 8일 01시,서울특별시 용산구 원효로1가,중상사고,0,1,2,0,이륜,경상,승용,경상
45,176,2019년 1월 8일 09시,서울특별시 동대문구 용두동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
46,187,2019년 1월 8일 15시,서울특별시 동작구 상도동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
47,193,2019년 1월 8일 20시,서울특별시 종로구 창신동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
48,194,2019년 1월 8일 20시,서울특별시 도봉구 쌍문동,중상사고,0,1,1,0,승용,상해없음,이륜,경상
49,208,2019년 1월 9일 05시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
50,211,2019년 1월 9일 08시,서울특별시 중구 만리동1가,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
51,215,2019년 1월 9일 11시,서울특별시 중구 쌍림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
52,222,2019년 1월 9일 15시,서울특별시 중랑구 중화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
53,223,2019년 1월 9일 16시,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
54,226,2019년 1월 9일 18시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
55,230,2019년 1월 9일 21시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
56,231,2019년 1월 9일 22시,서울특별시 성북구 삼선동3가,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
57,232,2019년 1월 9일 22시,서울특별시 강북구 미아동,중상사고,0,1,1,0,이륜,중상,이륜,경상
58,243,2019년 1월 10일 10시,서울특별시 영등포구 도림동,중상사고,0,1,0,0,이륜,중상,,
59,245,2019년 1월 10일 11시,서울특별시 노원구 상계동,중상사고,0,1,1,1,화물,상해없음,이륜,중상
60,246,2019년 1월 10일 12시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
61,260,2019년 1월 10일 20시,서울특별시 구로구 오류동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
62,261,2019년 1월 10일 22시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,기타불명,기타불명,이륜,중상
63,282,2019년 1월 11일 16시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
64,289,2019년 1월 11일 19시,서울특별시 영등포구 문래동1가,중상사고,0,1,0,0,이륜,중상,승합,상해없음
65,290,2019년 1월 11일 23시,서울특별시 송파구 송파동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
66,291,2019년 1월 12일 00시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
67,304,2019년 1월 12일 09시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
68,310,2019년 1월 12일 17시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,이륜,상해없음,자전거,중상
69,311,2019년 1월 12일 18시,서울특별시 성북구 보문동4가,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
70,313,2019년 1월 12일 19시,서울특별시 동대문구 장안동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
71,316,2019년 1월 12일 21시,서울특별시 성북구 돈암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
72,318,2019년 1월 12일 21시,서울특별시 마포구 노고산동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
73,319,2019년 1월 12일 22시,서울특별시 강북구 수유동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
74,321,2019년 1월 12일 23시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승합,기타불명,이륜,중상
75,322,2019년 1월 13일 01시,서울특별시 광진구 자양동,중상사고,0,1,3,0,이륜,기타불명,승용,중상
76,327,2019년 1월 13일 10시,서울특별시 양천구 신정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
77,331,2019년 1월 13일 15시,서울특별시 노원구 상계동,중상사고,0,1,0,0,이륜,상해없음,이륜,중상
78,340,2019년 1월 14일 01시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
79,349,2019년 1월 14일 07시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
80,350,2019년 1월 14일 08시,서울특별시 동작구 사당동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
81,355,2019년 1월 14일 11시,서울특별시 동작구 신대방동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
82,356,2019년 1월 14일 12시,서울특별시 중구 황학동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
83,357,2019년 1월 14일 12시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
84,362,2019년 1월 14일 18시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
85,363,2019년 1월 14일 18시,서울특별시 강남구 개포동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
86,364,2019년 1월 14일 19시,서울특별시 금천구 시흥동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
87,367,2019년 1월 14일 23시,서울특별시 강북구 미아동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
88,370,2019년 1월 15일 05시,서울특별시 중구 신당동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
89,375,2019년 1월 15일 10시,서울특별시 중랑구 중화동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
90,385,2019년 1월 15일 17시,서울특별시 용산구 효창동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
91,390,2019년 1월 15일 18시,서울특별시 노원구 중계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
92,391,2019년 1월 15일 19시,서울특별시 영등포구 당산동3가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
93,394,2019년 1월 15일 20시,서울특별시 영등포구 당산동3가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
94,412,2019년 1월 16일 16시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
95,413,2019년 1월 16일 17시,서울특별시 종로구 수송동,중상사고,0,1,0,1,승용,상해없음,이륜,부상신고
96,414,2019년 1월 16일 17시,서울특별시 송파구 가락동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
97,418,2019년 1월 16일 22시,서울특별시 강동구 천호동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
98,434,2019년 1월 17일 12시,서울특별시 강남구 신사동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
99,435,2019년 1월 17일 12시,서울특별시 강남구 논현동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
100,437,2019년 1월 17일 13시,서울특별시 송파구 송파동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
101,443,2019년 1월 17일 16시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
102,445,2019년 1월 17일 18시,서울특별시 동대문구 답십리동,중상사고,0,1,0,1,이륜,부상신고,보행자,중상
103,446,2019년 1월 17일 18시,서울특별시 동작구 흑석동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
104,447,2019년 1월 17일 19시,서울특별시 종로구 동숭동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
105,448,2019년 1월 17일 19시,서울특별시 양천구 목동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
106,449,2019년 1월 17일 20시,서울특별시 서대문구 북가좌동,중상사고,0,1,4,1,이륜,중상,승합,경상
107,450,2019년 1월 17일 20시,서울특별시 노원구 월계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
108,454,2019년 1월 17일 23시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
109,457,2019년 1월 18일 02시,서울특별시 송파구 삼전동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
110,462,2019년 1월 18일 10시,서울특별시 도봉구 창동,사망사고,1,0,2,0,이륜,사망,,
111,463,2019년 1월 18일 11시,서울특별시 동대문구 신설동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
112,472,2019년 1월 18일 18시,서울특별시 강서구 공항동,중상사고,0,1,3,0,이륜,중상,승용,경상
113,473,2019년 1월 18일 19시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
114,474,2019년 1월 18일 21시,서울특별시 구로구 천왕동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
115,476,2019년 1월 18일 23시,서울특별시 중구 중림동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
116,478,2019년 1월 18일 23시,서울특별시 관악구 봉천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
117,481,2019년 1월 19일 03시,서울특별시 노원구 하계동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
118,487,2019년 1월 19일 07시,서울특별시 구로구 구로동,사망사고,1,0,0,0,이륜,사망,승용,상해없음
119,493,2019년 1월 19일 12시,서울특별시 중랑구 망우동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
120,507,2019년 1월 19일 20시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,기타불명,이륜,중상
121,521,2019년 1월 20일 12시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
122,529,2019년 1월 20일 17시,서울특별시 강남구 역삼동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
123,531,2019년 1월 20일 19시,서울특별시 성북구 동선동3가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
124,533,2019년 1월 20일 20시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
125,535,2019년 1월 20일 20시,서울특별시 강남구 일원동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
126,536,2019년 1월 20일 22시,서울특별시 은평구 신사동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
127,538,2019년 1월 21일 00시,서울특별시 구로구 개봉동,사망사고,1,0,0,0,승용,상해없음,이륜,사망
128,544,2019년 1월 21일 09시,서울특별시 서초구 서초동,중상사고,0,1,1,0,이륜,중상,승용,상해없음
129,547,2019년 1월 21일 11시,서울특별시 용산구 청파동2가,중상사고,0,1,0,0,이륜,중상,승용,상해없음
130,549,2019년 1월 21일 12시,서울특별시 영등포구 신길동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
131,555,2019년 1월 21일 17시,서울특별시 강북구 미아동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
132,561,2019년 1월 21일 20시,서울특별시 성북구 안암동4가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
133,562,2019년 1월 21일 20시,서울특별시 강북구 미아동,중상사고,0,1,1,0,이륜,중상,이륜,경상
134,563,2019년 1월 21일 21시,서울특별시 중구 흥인동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
135,569,2019년 1월 22일 01시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
136,582,2019년 1월 22일 08시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
137,588,2019년 1월 22일 13시,서울특별시 강남구 역삼동,사망사고,1,1,0,0,이륜,사망,화물,상해없음
138,602,2019년 1월 23일 00시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
139,607,2019년 1월 23일 09시,서울특별시 양천구 신정동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
140,612,2019년 1월 23일 12시,서울특별시 서대문구 북아현동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
141,614,2019년 1월 23일 12시,서울특별시 송파구 신천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
142,620,2019년 1월 23일 18시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
143,623,2019년 1월 23일 19시,서울특별시 서대문구 북아현동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
144,625,2019년 1월 23일 19시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
145,635,2019년 1월 24일 07시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
146,638,2019년 1월 24일 11시,서울특별시 동대문구 제기동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
147,641,2019년 1월 24일 12시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
148,646,2019년 1월 24일 15시,서울특별시 서대문구 북가좌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
149,651,2019년 1월 24일 19시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
150,656,2019년 1월 24일 23시,서울특별시 영등포구 당산동2가,중상사고,0,1,1,0,이륜,중상,승용,경상
151,659,2019년 1월 25일 04시,서울특별시 도봉구 도봉동,사망사고,1,1,0,0,이륜,사망,,
152,668,2019년 1월 25일 11시,서울특별시 용산구 한남동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
153,673,2019년 1월 25일 16시,서울특별시 노원구 상계동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
154,675,2019년 1월 25일 18시,서울특별시 마포구 서교동,중상사고,0,1,1,0,이륜,경상,보행자,중상
155,679,2019년 1월 25일 21시,서울특별시 중랑구 신내동,중상사고,0,2,0,0,이륜,중상,보행자,중상
156,695,2019년 1월 26일 16시,서울특별시 영등포구 문래동3가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
157,696,2019년 1월 26일 16시,서울특별시 노원구 하계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
158,697,2019년 1월 26일 17시,서울특별시 강동구 천호동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
159,699,2019년 1월 26일 18시,서울특별시 강동구 성내동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
160,713,2019년 1월 27일 13시,서울특별시 강서구 화곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
161,715,2019년 1월 27일 14시,서울특별시 강서구 방화동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
162,723,2019년 1월 27일 22시,서울특별시 관악구 신림동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
163,738,2019년 1월 28일 16시,서울특별시 서대문구 홍은동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
164,739,2019년 1월 28일 16시,서울특별시 광진구 중곡동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
165,745,2019년 1월 28일 18시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
166,748,2019년 1월 28일 20시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
167,752,2019년 1월 28일 22시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
168,760,2019년 1월 29일 03시,서울특별시 성북구 하월곡동,중상사고,0,1,0,0,이륜,기타불명,보행자,중상
169,763,2019년 1월 29일 11시,서울특별시 강북구 번동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
170,764,2019년 1월 29일 12시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
171,775,2019년 1월 29일 22시,서울특별시 관악구 신림동,중상사고,0,2,0,0,승용,상해없음,이륜,중상
172,779,2019년 1월 30일 01시,서울특별시 은평구 역촌동,중상사고,0,1,1,0,이륜,중상,승용,상해없음
173,786,2019년 1월 30일 09시,서울특별시 송파구 문정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
174,787,2019년 1월 30일 10시,서울특별시 은평구 녹번동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
175,790,2019년 1월 30일 11시,서울특별시 영등포구 문래동3가,중상사고,0,1,0,0,화물,상해없음,이륜,중상
176,794,2019년 1월 30일 13시,서울특별시 마포구 공덕동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
177,795,2019년 1월 30일 13시,서울특별시 성북구 종암동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
178,802,2019년 1월 30일 18시,서울특별시 종로구 궁정동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
179,812,2019년 1월 30일 22시,서울특별시 서초구 서초동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
180,828,2019년 1월 31일 11시,서울특별시 구로구 구로동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
181,832,2019년 1월 31일 16시,서울특별시 관악구 신림동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
182,836,2019년 1월 31일 18시,서울특별시 은평구 불광동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
183,851,2019년 2월 1일 08시,서울특별시 강북구 미아동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
184,856,2019년 2월 1일 12시,서울특별시 용산구 한강로2가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
185,862,2019년 2월 1일 15시,서울특별시 구로구 구로동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
186,864,2019년 2월 1일 16시,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
187,876,2019년 2월 1일 23시,서울특별시 서대문구 북아현동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
188,877,2019년 2월 2일 01시,서울특별시 중랑구 상봉동,중상사고,0,1,0,1,이륜,중상,,
189,884,2019년 2월 2일 12시,서울특별시 관악구 신림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
190,886,2019년 2월 2일 12시,서울특별시 은평구 역촌동,중상사고,0,2,0,0,이륜,중상,이륜,중상
191,891,2019년 2월 2일 18시,서울특별시 송파구 방이동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
192,893,2019년 2월 2일 21시,서울특별시 은평구 진관동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
193,899,2019년 2월 3일 01시,서울특별시 노원구 상계동,중상사고,0,1,0,0,승용,기타불명,이륜,중상
194,909,2019년 2월 3일 15시,서울특별시 중랑구 신내동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
195,921,2019년 2월 4일 16시,서울특별시 용산구 한남동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
196,924,2019년 2월 4일 19시,서울특별시 은평구 역촌동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
197,928,2019년 2월 4일 21시,서울특별시 양천구 신정동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
198,929,2019년 2월 5일 00시,서울특별시 송파구 풍납동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
199,936,2019년 2월 5일 13시,서울특별시 강남구 삼성동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
200,937,2019년 2월 5일 13시,서울특별시 도봉구 쌍문동,중상사고,0,1,0,1,이륜,부상신고,승용,중상
201,938,2019년 2월 5일 18시,서울특별시 중구 신당동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
202,940,2019년 2월 5일 23시,서울특별시 강북구 번동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
203,947,2019년 2월 6일 15시,서울특별시 영등포구 대림동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
204,949,2019년 2월 6일 16시,서울특별시 구로구 항동,중상사고,0,1,0,0,이륜,기타불명,보행자,중상
205,953,2019년 2월 6일 20시,서울특별시 송파구 마천동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
206,954,2019년 2월 6일 21시,서울특별시 강북구 수유동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
207,960,2019년 2월 7일 08시,서울특별시 중랑구 상봉동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
208,967,2019년 2월 7일 15시,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
209,973,2019년 2월 7일 19시,서울특별시 광진구 군자동,중상사고,0,1,1,0,승용,상해없음,이륜,중상
210,974,2019년 2월 7일 20시,서울특별시 광진구 자양동,중상사고,0,1,1,0,이륜,상해없음,이륜,경상
211,977,2019년 2월 7일 20시,서울특별시 강남구 청담동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
212,981,2019년 2월 8일 01시,서울특별시 동작구 노량진동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
213,985,2019년 2월 8일 07시,서울특별시 용산구 보광동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
214,989,2019년 2월 8일 09시,서울특별시 은평구 신사동,중상사고,0,1,0,0,승합,상해없음,이륜,중상
215,992,2019년 2월 8일 13시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,이륜,중상,승용,상해없음
216,1004,2019년 2월 8일 19시,서울특별시 구로구 구로동,중상사고,0,1,1,0,이륜,경상,승용,상해없음
217,1011,2019년 2월 9일 03시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
218,1014,2019년 2월 9일 06시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,이륜,상해없음,승용,중상
219,1015,2019년 2월 9일 10시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
220,1018,2019년 2월 9일 17시,서울특별시 강서구 마곡동,중상사고,0,1,0,0,이륜,중상,승합,상해없음
221,1024,2019년 2월 9일 21시,서울특별시 용산구 이태원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
222,1036,2019년 2월 10일 12시,서울특별시 중랑구 면목동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
223,1037,2019년 2월 10일 15시,서울특별시 노원구 하계동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
224,1039,2019년 2월 10일 21시,서울특별시 동대문구 이문동,중상사고,0,1,0,0,이륜,상해없음,보행자,중상
225,1040,2019년 2월 10일 21시,서울특별시 관악구 신림동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
226,1046,2019년 2월 11일 14시,서울특별시 송파구 방이동,중상사고,0,1,0,0,이륜,중상,화물,상해없음
227,1048,2019년 2월 11일 15시,서울특별시 영등포구 당산동1가,중상사고,0,1,0,0,승용,상해없음,이륜,중상
228,1049,2019년 2월 11일 18시,서울특별시 관악구 신림동,중상사고,0,1,1,0,이륜,상해없음,이륜,중상
229,1051,2019년 2월 11일 19시,서울특별시 강서구 등촌동,중상사고,0,1,0,0,화물,상해없음,이륜,중상
230,1052,2019년 2월 11일 19시,서울특별시 서초구 잠원동,중상사고,0,1,0,0,승용,상해없음,이륜,중상
231,1054,2019년 2월 11일 21시,서울특별시 도봉구 도봉동,중상사고,0,1,0,0,이륜,중상,,
