,자치구,행정동,사망자수,중상자수,경상자수
4037,중랑구,중화동,0,1,0
4038,관악구,봉천동,0,1,0
4039,강남구,역삼동,0,1,1
4040,중랑구,면목동,0,1,0
4041,양천구,신월동,0,1,0
4042,송파구,장지동,0,2,0
4043,강동구,상일동,0,1,0
4044,금천구,독산동,0,1,0
4045,서초구,서초동,0,1,0
4046,영등포구,대림동,0,1,0
4047,강서구,화곡동,0,1,0
4048,중랑구,중화동,0,1,0
4049,종로구,연건동,0,1,0
4050,중랑구,면목동,0,1,3
4051,노원구,상계동,0,1,1
4052,양천구,신월동,0,1,2
4053,송파구,잠실동,0,1,0
4054,송파구,가락동,0,1,0
4055,서대문구,북가좌동,0,1,1
4056,강북구,미아동,0,1,0
4057,마포구,상암동,0,1,0
4058,강동구,천호동,0,1,0
4059,강동구,천호동,0,1,0
4060,성동구,성수동1가,0,1,0
4061,은평구,갈현동,0,1,1
4062,광진구,중곡동,0,1,0
4063,관악구,신림동,0,1,1
4064,마포구,하중동,0,1,0
4065,광진구,화양동,0,1,0
4066,관악구,봉천동,0,1,0
4067,관악구,봉천동,0,1,0
4068,종로구,충신동,0,1,0
4069,종로구,통의동,0,1,0
4070,영등포구,신길동,0,1,2
4071,영등포구,신길동,0,1,0
4072,광진구,구의동,0,1,0
4073,영등포구,영등포동3가,0,1,0
4074,송파구,삼전동,0,1,0
4075,강남구,세곡동,0,1,0
4076,영등포구,신길동,0,1,0
4077,동대문구,답십리동,0,1,0
4078,양천구,신월동,0,1,0
4079,금천구,독산동,0,1,0
4080,성동구,마장동,0,1,0
4081,중랑구,면목동,0,1,0
4082,강서구,화곡동,0,2,1
4083,성동구,상왕십리동,0,1,1
4084,구로구,개봉동,1,0,0
4085,동대문구,장안동,0,1,0
4086,강남구,역삼동,0,1,0
4087,구로구,개봉동,0,1,0
4088,마포구,동교동,0,1,2
4089,강서구,개화동,0,2,0
4090,영등포구,문래동2가,0,1,0
4091,동대문구,답십리동,0,1,0
4092,동대문구,이문동,0,1,0
4093,용산구,한강로3가,0,1,0
4094,영등포구,당산동3가,0,1,0
4095,마포구,중동,0,1,0
4096,서대문구,창천동,0,1,0
4097,금천구,시흥동,0,1,1
4098,성북구,성북동1가,0,1,0
4099,강동구,명일동,0,1,0
4100,서대문구,홍은동,0,1,0
4101,강북구,미아동,0,1,0
4102,강남구,삼성동,0,1,1
4103,동대문구,청량리동,0,1,4
4104,도봉구,쌍문동,0,1,0
4105,구로구,오류동,0,2,0
4106,중랑구,상봉동,0,1,0
4107,관악구,신림동,0,1,0
4108,종로구,종로2가,0,1,0
4109,강남구,도곡동,0,1,0
4110,송파구,잠실동,0,1,0
4111,영등포구,신길동,0,1,0
4112,용산구,효창동,0,1,0
4113,종로구,평동,0,1,0
4114,강남구,역삼동,0,1,1
4115,서대문구,연희동,0,1,0
4116,영등포구,양평동1가,0,1,0
4117,용산구,한남동,0,1,1
4118,영등포구,영등포동,0,1,1
4119,양천구,신월동,0,1,0
4120,동작구,사당동,0,1,0
4121,성동구,성수동1가,0,1,0
4122,성동구,성수동1가,0,1,1
4123,강남구,청담동,0,1,1
4124,강북구,미아동,0,1,2
4125,강서구,화곡동,0,1,0
4126,노원구,상계동,0,1,0
4127,양천구,목동,0,1,0
4128,강북구,수유동,0,1,0
4129,강남구,역삼동,0,1,1
4130,중구,무학동,0,1,0
4131,중구,을지로3가,0,1,0
4132,동작구,노량진동,0,1,0
4133,서초구,양재동,0,1,0
4134,송파구,가락동,0,1,0
4135,서대문구,홍은동,0,1,0
4136,성동구,마장동,0,1,0
4137,용산구,이촌동,0,1,0
4138,동대문구,회기동,0,1,0
4139,구로구,구로동,0,1,0
4140,서초구,서초동,0,1,0
4141,동작구,신대방동,0,1,0
4142,강서구,화곡동,0,1,0
4143,용산구,한남동,0,1,0
4144,동대문구,장안동,0,1,0
4145,강남구,논현동,0,1,0
4146,영등포구,당산동3가,0,1,1
4147,금천구,독산동,0,1,0
4148,노원구,상계동,0,1,0
4149,서초구,방배동,0,1,0
4150,강남구,대치동,0,1,0
4151,성동구,마장동,0,1,0
4152,강남구,대치동,0,2,0
4153,양천구,신정동,0,1,0
4154,서초구,반포동,0,1,0
4155,도봉구,창동,0,1,2
4156,구로구,오류동,0,1,0
4157,중구,저동1가,0,1,0
4158,성북구,하월곡동,0,1,0
4159,구로구,개봉동,0,1,0
4160,중랑구,상봉동,0,1,0
4161,서대문구,북가좌동,0,1,0
4162,서초구,양재동,0,1,0
4163,중랑구,면목동,0,1,0
4164,마포구,성산동,1,0,0
4165,중랑구,망우동,0,1,0
4166,관악구,봉천동,0,1,0
4167,성동구,성수동2가,0,1,0
4168,중랑구,망우동,0,1,0
4169,송파구,잠실동,0,1,0
4170,성동구,행당동,0,1,0
4171,마포구,상암동,0,1,0
4172,강북구,수유동,0,1,0
4173,강남구,대치동,0,1,0
4174,노원구,월계동,0,1,0
4175,광진구,광장동,0,1,0
4176,서초구,잠원동,0,1,0
4177,서초구,우면동,0,2,0
4178,관악구,신림동,0,1,0
4179,관악구,신림동,0,1,0
4180,중구,충무로4가,0,1,0
4181,광진구,자양동,0,1,0
4182,동대문구,장안동,0,1,0
4183,강남구,율현동,0,1,0
4184,강동구,길동,0,1,0
4185,금천구,독산동,0,1,0
4186,중랑구,중화동,0,1,0
4187,금천구,가산동,0,1,1
4188,강서구,염창동,0,1,0
4189,강남구,개포동,0,1,1
4190,중랑구,면목동,0,1,1
4191,영등포구,양평동3가,0,1,2
4192,동작구,흑석동,0,1,1
4193,강북구,미아동,0,1,0
4194,중랑구,상봉동,0,1,0
4195,동대문구,장안동,0,1,0
4196,중랑구,중화동,0,1,0
4197,노원구,중계동,0,1,0
4198,도봉구,쌍문동,0,1,0
4199,관악구,봉천동,0,1,0
4200,동대문구,회기동,0,1,0
4201,동대문구,전농동,0,1,0
4202,강남구,신사동,0,1,3
4203,용산구,청파동3가,0,1,0
4204,마포구,신수동,0,1,1
4205,송파구,잠실동,0,1,0
4206,관악구,신림동,0,1,0
4207,마포구,서교동,0,1,0
4208,송파구,가락동,0,1,1
4209,광진구,화양동,0,1,0
4210,강남구,신사동,0,1,0
4211,서대문구,남가좌동,0,1,0
4212,영등포구,신길동,0,1,0
4213,용산구,문배동,0,1,0
4214,성북구,동선동5가,0,1,0
4215,구로구,신도림동,0,1,0
4216,광진구,군자동,0,1,0
4217,동대문구,이문동,0,1,0
4218,용산구,이촌동,0,1,0
4219,마포구,상암동,0,1,0
4220,마포구,노고산동,0,1,0
4221,동작구,상도동,0,1,0
4222,구로구,신도림동,0,1,0
4223,도봉구,쌍문동,0,1,0
4224,서대문구,연희동,0,1,0
4225,송파구,신천동,0,1,0
4226,구로구,고척동,1,0,0
4227,서대문구,북가좌동,0,1,0
4228,관악구,신림동,0,1,0
4229,금천구,독산동,0,1,0
4230,강남구,역삼동,0,1,0
4231,영등포구,신길동,0,1,0
4232,동대문구,신설동,0,1,1
4233,강동구,천호동,0,1,0
4234,송파구,방이동,0,1,0
4235,관악구,봉천동,0,1,0
4236,금천구,독산동,0,1,1
4237,송파구,마천동,0,1,0
4238,송파구,거여동,0,1,1
4239,성북구,동선동4가,0,1,0
4240,강동구,천호동,0,1,1
4241,종로구,종로6가,0,1,0
4242,양천구,신월동,0,1,0
4243,서초구,서초동,0,2,0
4244,종로구,공평동,0,1,0
4245,도봉구,창동,0,1,0
4246,서초구,서초동,0,1,0
4247,금천구,독산동,1,0,0
4248,서초구,잠원동,0,1,0
4249,종로구,통의동,0,1,0
4250,동대문구,장안동,0,1,0
4251,영등포구,영등포동5가,0,1,0
4252,중구,흥인동,0,1,0
4253,송파구,잠실동,0,1,1
4254,강남구,수서동,0,1,0
4255,동대문구,이문동,0,1,0
4256,강남구,도곡동,0,1,0
4257,광진구,광장동,0,1,0
4258,도봉구,쌍문동,0,1,0
4259,구로구,오류동,0,1,0
4260,용산구,이태원동,0,1,1
4261,송파구,신천동,0,1,0
4262,성동구,금호동2가,0,1,0
4263,성동구,금호동1가,0,1,0
4264,노원구,월계동,0,1,0
4265,중구,필동2가,0,1,1
4266,중구,태평로2가,0,1,0
4267,송파구,마천동,0,1,0
4268,중랑구,면목동,0,1,1
4269,중구,남대문로4가,0,1,0
4270,금천구,독산동,0,1,1
4271,중구,순화동,0,1,0
4272,구로구,오류동,0,1,0
4273,구로구,항동,0,1,0
4274,중랑구,면목동,0,1,0
4275,금천구,독산동,0,1,0
4276,송파구,방이동,0,1,0
4277,서대문구,홍제동,0,1,0
4278,마포구,망원동,0,1,0
4279,관악구,신림동,0,1,0
4280,강남구,개포동,0,1,1
4281,은평구,갈현동,0,1,0
4282,서대문구,연희동,0,2,0
4283,노원구,상계동,0,1,0
4284,강동구,둔촌동,0,1,0
4285,관악구,봉천동,0,1,1
4286,성북구,석관동,0,1,0
4287,마포구,성산동,0,1,0
4288,강남구,도곡동,0,1,0
4289,양천구,목동,0,1,0
4290,관악구,봉천동,0,1,1
4291,영등포구,신길동,0,1,0
4292,마포구,성산동,0,2,0
4293,광진구,군자동,0,1,0
4294,서초구,방배동,0,1,0
4295,강동구,둔촌동,0,1,0
4296,동대문구,휘경동,0,1,0
4297,종로구,혜화동,0,1,1
4298,중구,흥인동,0,1,0
4299,종로구,장사동,0,1,0
4300,동대문구,답십리동,0,1,0
4301,동대문구,용두동,0,1,0
4302,관악구,신림동,0,1,0
4303,영등포구,대림동,0,1,0
4304,금천구,독산동,0,1,0
4305,동작구,사당동,0,1,0
4306,마포구,서교동,0,2,2
4307,관악구,신림동,0,1,0
4308,강남구,자곡동,0,1,0
4309,송파구,문정동,0,1,0
4310,강남구,삼성동,0,1,0
4311,강동구,암사동,0,1,0
4312,노원구,상계동,0,1,3
4313,노원구,중계동,0,1,0
4314,성동구,성수동2가,0,1,0
4315,양천구,신정동,0,1,0
4316,성동구,행당동,0,1,0
4317,강동구,둔촌동,0,1,0
4318,송파구,석촌동,0,1,0
4319,용산구,후암동,0,1,0
4320,은평구,신사동,0,1,0
4321,성북구,정릉동,0,1,0
4322,구로구,개봉동,0,1,0
4323,동대문구,청량리동,0,1,2
4324,서대문구,홍제동,0,1,0
4325,강서구,방화동,0,1,0
4326,강북구,수유동,0,1,0
4327,중랑구,중화동,0,1,1
4328,강동구,성내동,0,1,0
4329,서초구,방배동,0,1,0
4330,노원구,공릉동,0,1,0
4331,동대문구,전농동,0,1,0
4332,중랑구,망우동,0,1,0
4333,중랑구,면목동,0,1,0
4334,송파구,가락동,0,1,0
4335,동대문구,장안동,0,1,0
4336,관악구,봉천동,0,1,0
4337,송파구,문정동,0,1,0
4338,노원구,월계동,0,1,2
4339,강남구,논현동,0,1,0
4340,성북구,종암동,0,1,0
4341,성북구,장위동,0,1,0
4342,금천구,시흥동,0,1,0
4343,강동구,암사동,0,1,0
4344,영등포구,영등포동2가,0,1,0
4345,구로구,개봉동,0,1,0
4346,강남구,논현동,0,1,0
4347,영등포구,양평동2가,0,1,0
4348,광진구,자양동,0,1,0
4349,강북구,번동,0,1,0
4350,구로구,오류동,0,1,1
4351,동작구,상도동,0,1,1
4352,동작구,노량진동,0,1,0
4353,관악구,봉천동,0,1,0
4354,영등포구,양평동1가,0,1,0
4355,강남구,삼성동,0,1,0
4356,광진구,구의동,0,1,0
4357,중구,신당동,0,1,0
4358,영등포구,양평동4가,0,1,0
4359,서대문구,천연동,0,1,1
4360,광진구,중곡동,0,1,1
4361,서대문구,북가좌동,0,1,0
4362,강남구,신사동,0,1,0
4363,중랑구,망우동,0,1,0
4364,관악구,신림동,0,1,0
4365,송파구,가락동,0,1,0
4366,종로구,종로4가,0,1,0
4367,동대문구,휘경동,0,1,0
4368,구로구,고척동,0,1,0
4369,성동구,옥수동,0,1,0
4370,중랑구,망우동,0,1,0
4371,강남구,대치동,0,1,0
4372,강남구,삼성동,0,1,0
4373,중구,남대문로3가,0,1,0
4374,동작구,노량진동,0,1,0
4375,동대문구,답십리동,0,1,1
4376,강서구,등촌동,0,1,0
4377,금천구,독산동,0,1,0
4378,중구,초동,0,1,0
4379,송파구,가락동,0,1,0
4380,노원구,상계동,0,1,0
4381,동대문구,이문동,0,1,0
4382,성동구,성수동1가,0,1,0
4383,관악구,신림동,0,1,0
4384,구로구,궁동,0,1,0
4385,은평구,응암동,0,1,0
4386,동대문구,용두동,0,1,0
4387,서초구,서초동,0,1,0
4388,종로구,내자동,0,1,0
4389,양천구,신월동,0,1,1
4390,강남구,청담동,0,1,0
4391,은평구,불광동,0,3,13
4392,서초구,방배동,0,1,1
4393,강남구,개포동,0,1,1
4394,강북구,미아동,0,1,0
4395,구로구,구로동,0,1,1
4396,관악구,신림동,0,1,1
4397,관악구,신림동,0,1,0
4398,강동구,길동,0,1,0
4399,양천구,신정동,0,1,0
4400,은평구,대조동,0,1,0
4401,종로구,통의동,0,1,0
4402,노원구,상계동,0,1,0
4403,노원구,하계동,0,1,0
4404,성동구,금호동2가,0,1,0
4405,중랑구,중화동,0,1,0
4406,금천구,시흥동,0,1,0
4407,강서구,화곡동,0,1,0
4408,은평구,진관동,1,0,0
4409,노원구,상계동,0,1,2
4410,중구,신당동,0,1,0
4411,중랑구,중화동,0,1,0
4412,강남구,수서동,1,0,1
4413,동작구,상도동,0,1,0
4414,동대문구,답십리동,0,1,0
4415,서대문구,미근동,0,1,0
4416,양천구,신정동,0,1,0
4417,구로구,신도림동,0,1,0
4418,용산구,효창동,0,1,0
4419,강남구,대치동,0,1,0
4420,중구,충무로3가,0,1,0
4421,구로구,온수동,0,1,1
4422,강남구,역삼동,0,1,1
4423,강동구,천호동,0,1,0
4424,은평구,대조동,0,1,0
4425,중랑구,신내동,0,1,0
4426,송파구,석촌동,0,1,0
4427,강북구,번동,0,1,0
4428,금천구,시흥동,0,1,0
4429,동작구,사당동,0,1,0
4430,영등포구,문래동1가,0,1,0
4431,노원구,상계동,0,1,0
4432,양천구,신월동,0,1,0
4433,서대문구,대신동,0,1,0
4434,구로구,가리봉동,0,1,0
4435,영등포구,영등포동,0,1,0
4436,영등포구,여의도동,0,1,0
4437,영등포구,여의도동,0,1,0
4438,용산구,보광동,0,1,0
4439,용산구,이태원동,0,2,0
4440,성북구,하월곡동,0,1,0
4441,용산구,한강로1가,0,4,0
4442,동대문구,답십리동,0,1,0
4443,강서구,등촌동,0,1,1
4444,구로구,고척동,0,1,1
4445,동대문구,답십리동,0,1,1
4446,송파구,잠실동,0,1,0
4447,강남구,논현동,0,1,0
4448,중랑구,상봉동,0,1,0
4449,중랑구,신내동,0,1,0
4450,영등포구,여의도동,0,1,0
4451,송파구,문정동,0,1,0
4452,강서구,화곡동,0,1,0
4453,노원구,공릉동,0,1,0
4454,중랑구,묵동,0,1,0
4455,성동구,도선동,0,1,0
4456,성동구,성수동1가,0,1,0
4457,강서구,화곡동,0,1,1
4458,성북구,삼선동1가,0,1,0
4459,성동구,성수동1가,0,1,0
4460,마포구,동교동,0,1,1
4461,중랑구,신내동,0,1,0
4462,강남구,논현동,0,1,0
4463,서초구,양재동,0,1,0
4464,중구,신당동,0,1,0
4465,관악구,봉천동,0,1,0
4466,구로구,구로동,0,1,0
4467,관악구,신림동,1,1,1
4468,서초구,양재동,0,1,0
4469,노원구,공릉동,0,1,0
4470,강남구,역삼동,0,1,0
4471,송파구,마천동,0,1,0
4472,구로구,고척동,0,1,0
4473,동대문구,청량리동,0,1,0
4474,은평구,역촌동,0,1,0
4475,중랑구,신내동,0,1,0
4476,금천구,독산동,0,1,0
4477,노원구,공릉동,0,1,1
4478,중랑구,상봉동,0,1,0
4479,강동구,천호동,0,1,0
4480,강남구,삼성동,0,1,1
4481,강북구,수유동,0,1,0
4482,강남구,신사동,0,1,0
4483,관악구,신림동,0,1,0
4484,송파구,문정동,0,1,0
4485,동작구,상도1동,0,1,1
4486,영등포구,여의도동,0,1,0
4487,강남구,삼성동,0,1,3
4488,강서구,공항동,0,1,0
4489,금천구,가산동,0,1,0
4490,광진구,화양동,0,1,0
4491,광진구,군자동,0,1,0
4492,성북구,동소문동6가,0,2,0
4493,노원구,월계동,0,1,0
4494,금천구,독산동,0,1,0
4495,강남구,청담동,0,1,0
4496,송파구,가락동,0,1,0
4497,구로구,고척동,0,1,0
4498,송파구,가락동,0,1,0
4499,동작구,사당동,0,1,0
4500,강남구,청담동,0,1,0
4501,성북구,안암동5가,0,1,0
4502,중랑구,신내동,0,1,0
4503,마포구,성산동,0,1,0
4504,송파구,문정동,0,1,0
4505,동작구,상도동,0,1,0
4506,영등포구,신길동,0,1,0
4507,성동구,상왕십리동,0,1,0
4508,관악구,봉천동,0,1,0
4509,영등포구,대림동,0,2,0
4510,구로구,구로동,0,1,0
4511,동대문구,제기동,0,1,0
4512,성북구,동선동4가,0,1,0
4513,양천구,목동,0,1,0
4514,중구,을지로6가,0,1,0
4515,강남구,도곡동,0,1,0
4516,금천구,독산동,0,1,0
4517,양천구,신정동,0,1,1
4518,강서구,화곡동,0,1,0
4519,중랑구,망우동,0,1,0
4520,구로구,구로동,0,1,0
4521,강남구,개포동,0,1,0
4522,성북구,정릉동,0,1,0
4523,영등포구,양평동2가,0,1,0
4524,강북구,미아동,0,1,0
4525,양천구,신월동,0,1,0
4526,중랑구,망우동,0,1,0
4527,송파구,문정동,0,1,0
4528,노원구,상계동,0,1,0
4529,은평구,구산동,0,1,0
4530,마포구,서교동,0,1,0
4531,강서구,가양동,0,1,0
4532,도봉구,방학동,0,1,0
4533,송파구,방이동,0,1,1
4534,은평구,응암동,0,1,0
4535,강북구,미아동,0,1,0
4536,강북구,미아동,0,1,1
4537,마포구,공덕동,0,1,0
4538,중구,신당동,0,2,0
4539,용산구,이태원동,0,1,0
4540,관악구,신림동,0,1,1
4541,강남구,역삼동,0,1,0
4542,강남구,역삼동,0,1,0
4543,노원구,공릉동,0,1,1
4544,성북구,장위동,0,1,1
4545,동작구,사당동,0,1,0
4546,도봉구,창동,0,1,0
4547,동대문구,장안동,0,1,0
4548,중랑구,상봉동,0,1,0
4549,동대문구,장안동,0,1,0
4550,노원구,공릉동,0,1,2
4551,서초구,반포동,0,1,0
4552,강북구,미아동,0,1,0
4553,관악구,봉천동,0,1,1
4554,강동구,천호동,0,1,0
4555,동작구,동작동,0,1,1
4556,중구,예관동,0,1,0
4557,동대문구,휘경동,0,1,0
4558,도봉구,방학동,0,1,0
4559,송파구,가락동,0,1,0
4560,성북구,석관동,0,1,0
4561,구로구,개봉동,0,1,0
4562,양천구,신정동,0,1,0
4563,서초구,서초동,0,1,0
4564,영등포구,양평동3가,0,1,0
4565,강북구,미아동,0,1,0
4566,서초구,서초동,0,1,0
4567,서초구,반포동,0,1,0
4568,구로구,구로동,0,1,1
4569,영등포구,영등포동7가,0,1,0
4570,동작구,사당동,0,1,0
4571,종로구,동숭동,0,1,0
4572,성동구,행당동,0,1,0
4573,강서구,화곡동,0,1,0
4574,서초구,반포동,0,1,3
4575,중구,신당동,0,1,0
4576,관악구,신림동,0,1,0
4577,영등포구,문래동3가,0,1,0
4578,성동구,금호동1가,0,2,0
4579,강남구,역삼동,0,1,0
4580,강동구,둔촌동,0,1,1
4581,금천구,독산동,0,1,0
4582,강남구,역삼동,0,1,1
4583,성동구,성수동1가,0,1,0
4584,동작구,대방동,0,1,0
4585,강남구,역삼동,0,1,1
4586,강동구,천호동,0,1,0
4587,관악구,신림동,0,1,2
4588,동대문구,용두동,0,1,0
4589,동대문구,전농동,0,1,0
4590,도봉구,쌍문동,0,1,0
4591,성북구,길음동,0,1,1
4592,중구,신당동,0,1,0
4593,송파구,오금동,0,1,0
4594,강서구,마곡동,0,1,0
4595,강북구,미아동,0,1,0
4596,중구,을지로2가,0,1,0
4597,강북구,미아동,0,1,0
4598,동작구,사당동,0,1,1
4599,은평구,대조동,1,0,0
4600,양천구,신정동,0,1,0
4601,양천구,목동,0,1,1
4602,서대문구,홍제동,0,1,0
4603,관악구,남현동,0,1,0
4604,강남구,논현동,0,1,0
4605,강남구,개포동,0,1,0
4606,송파구,풍납동,0,1,0
4607,성동구,행당동,0,1,1
4608,강서구,화곡동,0,1,0
4609,강동구,암사동,0,1,0
4610,강북구,번동,0,1,0
4611,구로구,구로동,0,1,0
4612,강북구,미아동,0,1,0
4613,성동구,마장동,0,1,0
4614,성동구,상왕십리동,0,1,0
4615,구로구,오류동,0,1,0
4616,강남구,청담동,0,1,0
4617,송파구,오금동,0,1,1
4618,강북구,수유동,0,1,0
4619,관악구,봉천동,0,1,2
4620,강동구,천호동,0,1,0
4621,양천구,신월동,0,1,2
4622,동대문구,이문동,0,1,0
4623,서대문구,창천동,0,1,0
4624,용산구,서빙고동,0,1,0
4625,도봉구,쌍문동,0,1,1
4626,송파구,삼전동,0,1,0
4627,영등포구,영등포동6가,0,1,0
4628,강남구,청담동,0,1,0
4629,동대문구,답십리동,0,1,0
4630,종로구,인의동,0,1,0
4631,은평구,수색동,0,1,0
4632,용산구,용산동2가,0,1,0
4633,동작구,노량진동,0,1,0
4634,강남구,논현동,0,1,1
4635,도봉구,쌍문동,0,1,1
4636,성동구,성수동1가,0,1,1
4637,강북구,수유동,0,1,1
4638,강북구,수유동,0,1,0
4639,성북구,하월곡동,0,1,0
4640,영등포구,문래동1가,0,1,0
4641,성북구,동소문동7가,0,1,0
4642,성북구,하월곡동,0,1,0
4643,강동구,천호동,0,1,0
4644,도봉구,도봉동,0,1,0
4645,은평구,불광동,0,1,3
4646,관악구,남현동,0,1,0
4647,성북구,정릉동,0,1,0
4648,관악구,신림동,0,1,0
4649,강남구,역삼동,0,1,0
4650,동대문구,제기동,0,2,0
4651,강남구,신사동,0,1,0
4652,양천구,목동,0,1,0
4653,강남구,역삼동,0,1,0
4654,송파구,가락동,0,1,0
4655,은평구,역촌동,0,1,0
4656,중구,쌍림동,0,1,1
4657,용산구,청파동2가,0,1,0
4658,관악구,신림동,0,1,0
4659,송파구,오금동,0,1,0
4660,서초구,반포동,0,1,0
4661,종로구,종로2가,0,1,0
4662,마포구,대흥동,0,1,0
4663,동작구,흑석동,0,1,0
4664,관악구,신림동,0,1,0
4665,동작구,사당동,0,1,0
4666,송파구,장지동,0,1,0
4667,도봉구,창동,0,1,0
4668,동대문구,청량리동,0,1,0
4669,영등포구,신길동,0,1,0
4670,성북구,안암동5가,0,1,0
4671,광진구,군자동,0,1,0
4672,강남구,논현동,0,1,0
4673,중랑구,상봉동,0,1,0
4674,중구,흥인동,0,1,0
4675,서초구,방배동,0,1,0
4676,광진구,구의동,0,1,0
4677,강남구,압구정동,0,1,0
4678,영등포구,문래동1가,0,1,0
4679,중구,장충동2가,0,1,0
4680,도봉구,방학동,0,1,0
4681,중랑구,면목동,0,1,0
4682,서대문구,북가좌동,0,1,0
4683,송파구,가락동,0,1,0
4684,관악구,봉천동,0,1,0
4685,송파구,거여동,0,1,0
4686,종로구,평창동,0,2,0
4687,강동구,천호동,0,1,0
4688,용산구,청파동3가,0,1,0
4689,강남구,논현동,0,1,1
4690,성동구,금호동4가,0,1,0
4691,영등포구,신길동,0,1,0
4692,금천구,독산동,0,1,0
4693,성동구,성수동1가,0,1,0
4694,동작구,사당동,0,1,0
4695,구로구,구로동,0,1,0
4696,송파구,가락동,0,2,0
4697,관악구,봉천동,0,1,0
4698,노원구,공릉동,0,1,0
4699,양천구,목동,0,1,0
4700,중랑구,면목동,0,1,0
4701,구로구,구로동,0,1,0
4702,영등포구,신길동,0,1,0
4703,동대문구,제기동,0,1,0
4704,서초구,서초동,0,1,0
4705,영등포구,영등포동5가,0,1,0
4706,강서구,방화동,0,1,0
4707,동작구,신대방동,0,1,0
4708,강남구,역삼동,0,1,0
4709,도봉구,도봉동,0,1,0
4710,중구,신당동,0,1,0
4711,금천구,독산동,0,1,0
4712,성동구,용답동,0,1,0
4713,서초구,서초동,0,1,0
4714,강남구,역삼동,0,1,0
4715,강남구,역삼동,0,1,0
4716,중구,신당동,0,1,0
4717,노원구,월계동,0,1,0
4718,동대문구,회기동,0,1,0
4719,강서구,내발산동,0,1,0
4720,도봉구,쌍문동,0,1,0
4721,서초구,서초동,0,1,0
4722,중구,오장동,0,1,0
4723,성북구,하월곡동,0,1,0
4724,마포구,염리동,0,1,0
4725,송파구,방이동,0,1,1
4726,은평구,진관동,0,1,0
4727,동대문구,휘경동,0,1,0
4728,강북구,미아동,0,1,0
4729,송파구,잠실동,0,1,0
4730,구로구,구로동,0,1,0
4731,중구,오장동,0,1,0
4732,동작구,대방동,0,1,1
4733,강서구,등촌동,0,1,0
4734,마포구,노고산동,0,1,0
4735,용산구,이태원동,0,1,0
4736,강서구,염창동,1,0,0
4737,관악구,봉천동,0,1,0
4738,도봉구,창동,0,1,0
4739,마포구,대흥동,0,1,1
4740,동대문구,답십리동,0,1,0
4741,은평구,수색동,0,1,0
4742,강남구,대치동,0,1,0
4743,중랑구,묵동,0,1,0
4744,영등포구,영등포동3가,0,2,0
4745,강북구,우이동,0,1,0
4746,강남구,논현동,0,1,2
4747,강서구,화곡동,0,1,0
4748,동작구,신대방동,0,1,0
4749,동대문구,장안동,0,1,0
4750,양천구,신월동,0,1,0
4751,동작구,노량진동,0,1,0
4752,서초구,서초동,0,1,0
4753,성동구,성수동1가,0,1,0
4754,성북구,종암동,0,1,0
4755,노원구,상계동,0,1,0
4756,도봉구,방학동,0,1,0
4757,용산구,후암동,0,1,0
4758,강남구,삼성동,0,2,0
4759,중구,황학동,0,1,1
4760,광진구,화양동,0,1,0
4761,강남구,역삼동,0,1,0
4762,강남구,대치동,0,1,0
4763,성동구,마장동,0,1,0
4764,동작구,사당동,0,1,0
4765,관악구,신림동,0,1,0
4766,강서구,개화동,1,0,0
4767,동작구,대방동,0,1,0
4768,송파구,장지동,0,1,0
4769,중랑구,상봉동,0,1,0
4770,강남구,삼성동,0,1,0
4771,송파구,장지동,0,1,0
4772,노원구,상계동,0,1,1
4773,마포구,망원동,0,1,1
4774,동대문구,신설동,0,2,0
4775,성동구,행당동,0,1,0
4776,영등포구,여의도동,0,1,0
4777,송파구,가락동,0,1,0
4778,구로구,개봉동,0,1,1
4779,서초구,반포동,0,1,0
4780,서초구,방배동,0,1,0
4781,구로구,구로동,0,1,0
4782,노원구,상계동,0,1,0
4783,구로구,고척동,0,1,0
4784,은평구,대조동,0,1,0
4785,종로구,종로6가,0,1,0
4786,서초구,반포동,0,1,0
4787,강남구,대치동,0,1,0
4788,송파구,방이동,0,1,0
4789,도봉구,창동,1,0,0
4790,성동구,행당동,0,1,1
4791,용산구,서빙고동,0,1,0
4792,영등포구,대림동,0,1,0
4793,영등포구,영등포동3가,0,2,1
4794,광진구,화양동,0,2,0
4795,성북구,정릉동,1,0,0
4796,강남구,삼성동,0,1,0
4797,용산구,이촌동,0,1,0
4798,동대문구,휘경동,0,1,0
4799,중구,신당동,0,1,2
4800,동작구,사당동,0,1,0
4801,중랑구,중화동,0,1,0
4802,관악구,신림동,0,1,0
4803,노원구,공릉동,0,1,0
4804,노원구,상계동,0,1,0
4805,용산구,이태원동,0,1,0
4806,송파구,석촌동,0,1,1
4807,서초구,양재동,0,1,0
4808,종로구,세종로,0,1,1
4809,성북구,길음동,0,1,0
4810,관악구,봉천동,0,1,0
4811,중랑구,면목동,0,1,0
4812,금천구,독산동,0,1,3
4813,노원구,중계동,0,1,0
4814,관악구,봉천동,0,1,1
4815,관악구,신림동,0,1,1
4816,강남구,삼성동,0,1,0
4817,광진구,광장동,0,1,0
4818,금천구,가산동,0,1,1
4819,마포구,서교동,0,1,0
4820,송파구,가락동,0,1,0
4821,중랑구,상봉동,0,1,0
4822,송파구,풍납동,0,1,0
4823,용산구,한강로1가,0,1,0
4824,노원구,공릉동,0,1,0
4825,성동구,성수동2가,0,1,0
4826,동작구,신대방동,1,0,0
4827,양천구,신정동,0,1,0
