,자치구,행정동,사망자수,중상자수,경상자수
1911,강서구,화곡동,0,1,0
1912,금천구,독산동,0,1,0
1913,동작구,노량진동,0,1,0
1914,영등포구,양평동1가,0,1,0
1915,중구,묵정동,0,1,0
1916,관악구,신림동,0,1,0
1917,서대문구,홍은동,0,1,0
1918,관악구,신림동,1,0,0
1919,서초구,서초동,0,1,0
1920,은평구,응암동,0,1,0
1921,서초구,방배동,0,2,0
1922,강남구,대치동,0,1,0
1923,송파구,잠실동,0,1,0
1924,동작구,흑석동,1,0,0
1925,종로구,구기동,0,2,0
1926,서초구,방배동,0,1,0
1927,종로구,평동,0,1,0
1928,노원구,중계동,0,2,1
1929,강남구,청담동,0,1,0
1930,강서구,마곡동,0,1,0
1931,강서구,가양동,0,1,0
1932,노원구,상계동,0,1,0
1933,강서구,등촌동,0,1,2
1934,금천구,독산동,0,1,0
1935,구로구,가리봉동,0,1,0
1936,용산구,용문동,0,1,0
1937,마포구,도화동,0,1,0
1938,동작구,신대방동,0,1,1
1939,송파구,마천동,0,1,0
1940,도봉구,쌍문동,0,1,0
1941,영등포구,대림동,0,1,0
1942,관악구,신림동,0,1,0
1943,광진구,중곡동,0,1,0
1944,관악구,신림동,0,1,0
1945,서대문구,남가좌동,0,1,0
1946,송파구,신천동,0,1,0
1947,강남구,삼성동,0,1,0
1948,중구,태평로1가,0,1,0
1949,관악구,신림동,0,2,1
1950,동대문구,회기동,0,1,0
1951,금천구,독산동,0,2,0
1952,관악구,신림동,0,1,0
1953,강동구,상일동,0,1,0
1954,금천구,시흥동,0,1,1
1955,강서구,마곡동,0,1,0
1956,동대문구,장안동,0,1,0
1957,노원구,중계동,0,1,1
1958,송파구,방이동,0,1,0
1959,종로구,내자동,0,1,0
1960,동대문구,제기동,0,1,0
1961,강서구,마곡동,0,1,0
1962,노원구,상계동,0,1,0
1963,광진구,자양동,0,1,0
1964,광진구,중곡동,0,1,0
1965,송파구,송파동,0,2,0
1966,영등포구,영등포동3가,0,1,0
1967,성북구,석관동,0,1,0
1968,도봉구,쌍문동,0,1,0
1969,강남구,자곡동,0,1,0
1970,성북구,종암동,0,1,0
1971,중랑구,면목동,0,1,0
1972,송파구,잠실동,0,1,1
1973,강동구,둔촌동,0,1,0
1974,동대문구,제기동,0,1,0
1975,중랑구,면목동,0,1,0
1976,강남구,청담동,0,1,0
1977,성동구,성수동1가,0,1,0
1978,서초구,서초동,0,1,0
1979,강서구,화곡동,0,1,0
1980,은평구,불광동,0,1,0
1981,은평구,대조동,0,1,3
1982,동대문구,답십리동,0,1,0
1983,용산구,후암동,0,1,0
1984,은평구,대조동,0,2,0
1985,송파구,방이동,0,1,0
1986,동작구,신대방동,0,1,0
1987,성북구,돈암동,0,1,1
1988,성북구,장위동,0,1,0
1989,관악구,신림동,0,1,0
1990,중랑구,면목동,0,1,0
1991,송파구,거여동,0,1,0
1992,강북구,번동,0,1,1
1993,강서구,화곡동,0,1,0
1994,강남구,수서동,0,1,0
1995,서대문구,신촌동,1,0,0
1996,도봉구,쌍문동,0,1,0
1997,금천구,시흥동,0,1,0
1998,성동구,마장동,0,2,0
1999,성동구,마장동,0,2,0
2000,동대문구,제기동,0,2,0
2001,성북구,정릉동,0,2,0
2002,송파구,잠실동,0,1,0
2003,강남구,논현동,0,1,0
2004,송파구,거여동,0,1,0
2005,서초구,잠원동,0,1,0
2006,영등포구,문래동5가,0,2,1
2007,영등포구,여의도동,0,2,0
2008,강남구,대치동,0,1,0
2009,중랑구,중화동,0,1,0
2010,도봉구,창동,0,1,1
2011,용산구,이태원동,0,1,0
2012,관악구,신림동,0,1,0
2013,강남구,역삼동,0,1,0
2014,강서구,마곡동,1,0,2
2015,강북구,미아동,0,1,0
2016,영등포구,신길동,0,1,0
2017,은평구,응암동,0,1,0
2018,강남구,삼성동,0,1,0
2019,관악구,신림동,0,1,0
2020,광진구,능동,0,2,0
2021,서초구,양재동,1,0,0
2022,중랑구,망우동,0,1,2
2023,금천구,독산동,0,1,0
2024,동작구,본동,0,1,0
2025,동작구,상도동,0,1,1
2026,은평구,신사동,0,1,0
2027,서대문구,연희동,0,1,1
2028,동대문구,용두동,0,1,0
2029,강서구,마곡동,0,1,0
2030,강북구,미아동,0,1,2
2031,송파구,문정동,0,1,0
2032,노원구,하계동,0,1,0
2033,노원구,공릉동,0,1,0
2034,강북구,미아동,0,1,0
2035,성북구,하월곡동,0,2,0
2036,성동구,상왕십리동,0,1,0
2037,중랑구,면목동,0,1,0
2038,강북구,미아동,0,1,0
2039,금천구,시흥동,0,1,0
2040,동작구,대방동,0,1,0
2041,양천구,목동,0,1,0
2042,성동구,성수동2가,0,1,0
2043,중랑구,상봉동,0,1,1
2044,동대문구,장안동,0,1,0
2045,은평구,증산동,0,1,0
2046,성북구,동소문동5가,0,1,0
2047,동대문구,전농동,1,1,0
2048,동작구,대방동,0,1,0
2049,양천구,신정동,0,1,0
2050,강남구,역삼동,0,1,0
2051,영등포구,대림동,0,1,0
2052,강서구,등촌동,0,1,0
2053,노원구,상계동,0,2,0
2054,중랑구,상봉동,0,1,0
2055,양천구,신정동,0,1,0
2056,노원구,상계동,0,1,2
2057,영등포구,문래동3가,0,1,0
2058,중랑구,신내동,0,2,1
2059,금천구,시흥동,0,1,1
2060,중랑구,망우동,0,1,0
2061,송파구,방이동,0,1,0
2062,강북구,수유동,0,1,0
2063,강서구,화곡동,0,1,1
2064,관악구,신림동,0,1,0
2065,노원구,상계동,0,1,0
2066,관악구,신림동,0,1,0
2067,금천구,시흥동,0,1,0
2068,중구,쌍림동,0,1,0
2069,노원구,공릉동,0,1,0
2070,중랑구,면목동,0,1,0
2071,노원구,월계동,0,1,0
2072,서대문구,연희동,0,1,0
2073,성북구,정릉동,0,1,0
2074,관악구,봉천동,0,1,0
2075,중랑구,상봉동,0,1,0
2076,도봉구,창동,0,1,0
2077,성북구,정릉동,0,1,0
2078,송파구,가락동,0,1,0
2079,성동구,성수동1가,0,1,0
2080,서초구,잠원동,0,1,0
2081,은평구,역촌동,0,1,0
2082,관악구,봉천동,0,1,1
2083,성북구,종암동,0,1,0
2084,마포구,성산동,0,1,1
2085,동작구,노량진동,0,1,0
2086,영등포구,영등포동4가,0,1,0
2087,구로구,구로동,0,1,1
2088,중랑구,묵동,0,1,2
2089,강서구,개화동,0,1,2
2090,동대문구,답십리동,0,1,0
2091,중랑구,중화동,0,1,0
2092,중랑구,신내동,0,1,1
2093,용산구,한강로3가,0,1,0
2094,마포구,신수동,0,1,1
2095,송파구,방이동,0,1,0
2096,강남구,압구정동,0,1,0
2097,도봉구,도봉동,0,1,1
2098,마포구,노고산동,0,1,0
2099,성동구,행당동,0,1,0
2100,동대문구,답십리동,0,1,0
2101,금천구,가산동,0,1,0
2102,동대문구,용두동,1,0,0
2103,금천구,시흥동,0,1,1
2104,강서구,내발산동,0,1,0
2105,관악구,봉천동,0,1,0
2106,마포구,창전동,0,1,0
2107,성북구,동소문동7가,0,1,0
2108,동작구,상도동,0,1,0
2109,강남구,대치동,0,2,0
2110,중랑구,상봉동,0,1,0
2111,노원구,공릉동,0,1,0
2112,종로구,연건동,0,1,0
2113,동작구,사당동,0,1,0
2114,강서구,염창동,0,2,0
2115,동작구,신대방동,0,1,0
2116,영등포구,영등포동6가,0,1,0
2117,노원구,공릉동,0,2,0
2118,노원구,상계동,0,1,0
2119,서초구,방배동,0,1,0
2120,성북구,동소문동3가,0,1,0
2121,성북구,삼선동1가,0,1,0
2122,중구,신당동,0,1,0
2123,마포구,대흥동,0,1,0
2124,영등포구,양평동1가,0,1,0
2125,종로구,숭인동,0,1,0
2126,중구,장충동2가,0,1,0
2127,관악구,봉천동,0,1,1
2128,강서구,내발산동,0,1,0
2129,송파구,거여동,0,1,0
2130,동작구,상도동,0,1,0
2131,성북구,돈암동,0,1,0
2132,중랑구,면목동,0,1,0
2133,송파구,가락동,0,1,0
2134,성북구,길음동,0,1,0
2135,성북구,하월곡동,0,1,0
2136,마포구,동교동,0,1,0
2137,노원구,상계동,0,1,0
2138,영등포구,당산동6가,0,1,0
2139,강서구,화곡동,0,1,0
2140,구로구,천왕동,0,1,0
2141,송파구,잠실동,0,1,1
2142,서초구,반포동,0,1,0
2143,마포구,상암동,0,1,0
2144,중구,흥인동,0,1,0
2145,종로구,묘동,0,1,0
2146,광진구,중곡동,0,1,0
2147,송파구,송파동,0,1,0
2148,영등포구,문래동2가,0,1,0
2149,노원구,공릉동,0,1,0
2150,도봉구,방학동,0,2,0
2151,서대문구,홍은동,0,1,0
2152,광진구,화양동,0,1,0
2153,성북구,석관동,0,1,1
2154,종로구,장사동,0,1,0
2155,동대문구,답십리동,0,1,0
2156,성북구,길음동,0,1,0
2157,종로구,신문로2가,0,1,0
2158,강남구,대치동,0,1,0
2159,마포구,아현동,0,1,0
2160,강남구,삼성동,0,1,0
2161,마포구,공덕동,0,1,1
2162,관악구,신림동,0,1,0
2163,중랑구,상봉동,0,1,0
2164,성북구,길음동,0,1,0
2165,노원구,상계동,0,1,2
2166,중랑구,신내동,0,1,1
2167,동대문구,용두동,0,1,0
2168,도봉구,쌍문동,0,1,0
2169,성동구,성수동2가,0,1,0
2170,동대문구,용두동,0,1,0
2171,중랑구,면목동,0,2,0
2172,강북구,수유동,0,2,0
2173,용산구,한강로3가,0,1,0
2174,용산구,서빙고동,0,1,0
2175,노원구,공릉동,0,1,0
2176,노원구,공릉동,0,1,0
2177,관악구,신림동,0,1,4
2178,강북구,미아동,0,1,1
2179,성동구,성수동2가,0,1,0
2180,노원구,상계동,0,1,0
2181,송파구,방이동,0,1,0
2182,노원구,월계동,0,1,0
2183,강서구,화곡동,0,1,0
2184,성북구,장위동,0,1,0
2185,서초구,서초동,0,1,0
2186,강남구,논현동,0,1,0
2187,노원구,상계동,0,1,1
2188,동대문구,전농동,0,1,0
2189,송파구,가락동,0,1,0
2190,동작구,신대방동,0,1,1
2191,관악구,신림동,0,2,0
2192,성동구,금호동4가,0,1,0
2193,강남구,논현동,0,1,0
2194,강동구,암사동,0,1,0
2195,강남구,대치동,1,0,0
2196,성동구,사근동,0,1,0
2197,성북구,장위동,0,1,0
2198,동대문구,전농동,0,1,0
2199,동작구,상도동,0,1,1
2200,강남구,논현동,0,1,0
2201,중랑구,면목동,0,1,2
2202,서초구,반포동,0,1,0
2203,서초구,방배동,0,1,1
2204,광진구,중곡동,0,1,0
2205,강남구,대치동,0,1,0
2206,강동구,성내동,0,1,0
2207,관악구,봉천동,0,1,1
2208,송파구,오금동,0,1,0
2209,중랑구,묵동,0,1,0
2210,구로구,구로동,0,1,0
2211,강북구,번동,1,1,0
2212,영등포구,신길동,0,1,1
2213,서초구,서초동,0,1,0
2214,관악구,봉천동,0,1,0
2215,서초구,신원동,0,1,0
2216,강북구,수유동,0,1,0
2217,영등포구,여의도동,0,1,0
2218,서초구,신원동,0,1,0
2219,강남구,역삼동,0,1,0
2220,종로구,청진동,0,1,0
2221,마포구,공덕동,0,1,0
2222,마포구,성산동,0,2,1
2223,동작구,상도동,0,1,0
2224,중구,명동2가,0,1,0
2225,강남구,청담동,0,1,0
2226,용산구,이태원동,0,1,0
2227,관악구,신림동,0,1,0
2228,양천구,신월동,0,1,1
2229,종로구,종로2가,0,1,0
2230,은평구,신사동,0,1,0
2231,성동구,하왕십리동,0,1,0
2232,양천구,신정동,0,1,0
2233,강북구,번동,0,1,0
2234,금천구,독산동,0,1,0
2235,송파구,방이동,0,1,0
2236,구로구,신도림동,0,1,1
2237,중구,신당동,0,2,0
2238,송파구,신천동,0,1,0
2239,양천구,목동,0,1,0
2240,서초구,반포동,0,1,0
2241,구로구,개봉동,0,1,0
2242,관악구,봉천동,0,1,0
2243,송파구,잠실동,0,1,0
2244,은평구,진관동,0,1,0
2245,강남구,청담동,0,1,0
2246,도봉구,쌍문동,0,1,0
2247,동대문구,이문동,0,1,1
2248,중랑구,면목동,0,2,0
2249,성북구,동소문동1가,0,1,0
2250,은평구,구산동,0,1,0
2251,중구,흥인동,0,1,0
2252,강북구,번동,0,1,0
2253,중랑구,신내동,0,1,0
2254,구로구,신도림동,0,1,1
2255,구로구,항동,0,1,0
2256,동대문구,제기동,0,1,0
2257,송파구,풍납동,0,1,0
2258,송파구,문정동,0,1,0
2259,중랑구,망우동,0,1,0
2260,양천구,신월동,0,1,1
2261,종로구,창신동,0,1,0
2262,도봉구,창동,0,1,2
2263,강서구,화곡동,0,2,0
2264,관악구,신림동,0,1,2
2265,양천구,신정동,0,1,0
2266,동대문구,신설동,0,1,0
2267,성동구,성수동1가,0,1,0
2268,종로구,옥인동,0,1,0
2269,강서구,마곡동,0,1,0
2270,마포구,연남동,0,1,1
2271,영등포구,신길동,0,1,0
2272,서초구,양재동,0,1,0
2273,중랑구,중화동,0,1,0
2274,중랑구,묵동,0,1,0
2275,영등포구,대림동,0,1,0
2276,강서구,가양동,0,1,0
2277,광진구,자양동,0,1,0
2278,강서구,가양동,0,1,0
2279,서초구,서초동,0,1,0
2280,영등포구,신길동,0,1,0
2281,강서구,방화동,0,1,0
2282,동작구,상도동,0,1,0
2283,강남구,대치동,0,1,0
2284,동작구,흑석동,0,2,0
2285,송파구,잠실동,0,1,0
2286,강남구,대치동,0,1,0
2287,마포구,상수동,0,1,0
2288,동대문구,장안동,0,1,0
2289,서초구,반포동,0,1,0
2290,강남구,일원동,0,1,0
2291,금천구,독산동,0,1,0
2292,도봉구,창동,0,1,0
2293,영등포구,여의도동,0,1,0
2294,강남구,대치동,1,1,0
2295,관악구,봉천동,0,1,0
2296,중랑구,면목동,0,1,0
2297,강서구,화곡동,0,1,4
2298,양천구,신정동,0,1,0
2299,중랑구,면목동,0,1,0
2300,성동구,홍익동,0,1,0
2301,성북구,하월곡동,0,1,0
2302,노원구,상계동,0,1,0
2303,영등포구,당산동5가,0,1,0
2304,강서구,화곡동,0,1,0
2305,용산구,이태원동,0,1,2
2306,서대문구,연희동,0,1,0
2307,영등포구,문래동1가,0,1,0
2308,서대문구,대신동,0,1,0
2309,강동구,천호동,0,1,0
2310,성동구,금호동4가,0,1,0
2311,금천구,시흥동,0,1,0
2312,강서구,공항동,0,1,0
2313,마포구,서교동,0,1,0
2314,서초구,서초동,0,1,0
2315,동대문구,신설동,0,1,0
2316,영등포구,신길동,0,1,0
2317,중구,태평로2가,0,1,0
2318,광진구,구의동,0,1,0
2319,강남구,대치동,0,1,0
2320,영등포구,여의도동,0,1,1
2321,관악구,남현동,0,1,0
2322,금천구,시흥동,0,1,0
2323,관악구,신림동,0,1,0
2324,영등포구,신길동,0,1,0
2325,용산구,청파동3가,0,1,1
2326,동대문구,제기동,0,1,0
2327,성북구,장위동,0,1,0
2328,동대문구,장안동,0,1,0
2329,강남구,대치동,0,1,0
2330,성북구,석관동,0,1,0
2331,강남구,대치동,0,1,0
2332,중랑구,면목동,0,1,0
2333,중구,남대문로5가,0,1,0
2334,강남구,청담동,0,1,0
2335,중구,충무로5가,0,1,1
2336,용산구,서빙고동,0,1,0
2337,노원구,상계동,0,1,0
2338,강남구,논현동,0,1,0
2339,동대문구,장안동,0,1,0
2340,마포구,신수동,0,1,0
2341,성동구,마장동,0,1,0
2342,서대문구,북아현동,0,1,0
2343,용산구,청파동3가,0,1,0
2344,성동구,성수동1가,0,1,0
2345,강동구,길동,0,1,1
2346,강남구,논현동,0,1,0
2347,마포구,아현동,0,1,1
2348,성북구,동선동4가,0,1,0
2349,노원구,상계동,0,1,4
2350,성북구,상월곡동,0,1,0
2351,종로구,숭인동,0,1,0
2352,성북구,길음동,0,1,0
2353,성동구,성수동1가,0,1,0
2354,미분류,미분류,0,1,0
2355,성동구,금호동2가,0,1,0
2356,중랑구,중화동,0,1,0
2357,종로구,종로3가,0,1,0
2358,성북구,하월곡동,0,1,0
2359,강동구,천호동,0,1,1
2360,강서구,화곡동,0,1,0
2361,동대문구,용두동,0,1,0
2362,성북구,보문동4가,0,1,0
2363,마포구,상수동,0,1,0
2364,서대문구,북가좌동,0,1,0
2365,동대문구,이문동,0,1,0
2366,강서구,등촌동,0,1,0
2367,서초구,반포동,0,2,0
2368,강서구,방화동,0,1,0
2369,송파구,송파동,0,1,0
2370,성동구,송정동,0,1,0
2371,동대문구,제기동,0,1,0
2372,용산구,동자동,0,1,0
2373,금천구,독산동,0,1,1
2374,구로구,오류동,0,1,0
2375,동대문구,용두동,0,1,0
2376,은평구,구산동,0,1,1
2377,동작구,상도동,0,1,0
2378,송파구,송파동,0,1,0
2379,강남구,역삼동,0,1,0
2380,용산구,한남동,0,1,0
2381,동대문구,이문동,0,1,0
2382,송파구,오금동,0,1,0
2383,중랑구,면목동,0,2,0
2384,성동구,옥수동,0,1,0
2385,성북구,하월곡동,0,1,0
2386,강동구,천호동,0,1,0
2387,광진구,중곡동,0,1,1
2388,송파구,오금동,0,1,0
2389,관악구,봉천동,0,1,0
2390,영등포구,대림동,0,1,0
2391,중구,장충동2가,0,1,0
2392,노원구,상계동,0,1,0
2393,성동구,성수동2가,0,1,0
2394,도봉구,방학동,0,1,0
2395,강동구,천호동,0,1,0
2396,노원구,상계동,0,1,0
2397,중랑구,면목동,0,1,0
2398,송파구,삼전동,0,1,0
2399,송파구,석촌동,0,1,0
2400,은평구,역촌동,0,1,0
2401,강동구,고덕동,0,1,0
2402,서초구,잠원동,0,1,1
2403,성동구,금호동1가,0,1,0
2404,강남구,신사동,0,1,0
2405,송파구,신천동,0,1,0
2406,서초구,반포동,0,1,0
2407,중구,신당동,0,1,0
2408,동대문구,제기동,0,1,0
2409,양천구,목동,0,1,0
2410,강동구,길동,0,1,0
2411,동작구,대방동,0,1,0
2412,구로구,구로동,0,1,0
2413,강남구,논현동,0,1,0
2414,성북구,길음동,0,1,0
2415,송파구,잠실동,1,0,0
2416,용산구,한강로2가,0,1,0
2417,강동구,암사동,0,1,0
2418,성북구,종암동,0,1,0
2419,강북구,번동,1,0,0
2420,관악구,신림동,0,1,0
2421,동대문구,장안동,0,1,0
2422,동대문구,용두동,0,1,0
2423,서대문구,연희동,0,1,0
2424,노원구,상계동,0,1,0
2425,강남구,신사동,0,1,0
2426,동작구,노량진동,0,1,1
2427,송파구,잠실동,0,1,0
2428,강남구,논현동,0,1,0
2429,강서구,화곡동,0,1,0
2430,금천구,독산동,0,1,0
2431,마포구,아현동,0,1,0
2432,중랑구,면목동,0,2,0
2433,동작구,상도동,0,1,0
2434,동작구,흑석동,0,1,0
2435,강서구,등촌동,0,1,1
2436,중구,회현동2가,0,1,1
2437,영등포구,영등포동1가,0,1,0
2438,용산구,한남동,0,1,0
2439,양천구,신정동,0,1,1
2440,금천구,시흥동,0,1,0
2441,구로구,구로동,0,1,0
2442,강서구,가양동,0,1,0
2443,서대문구,남가좌동,0,1,0
2444,성북구,하월곡동,0,2,0
2445,관악구,봉천동,0,1,0
2446,강동구,길동,0,1,0
2447,강동구,천호동,0,1,0
2448,양천구,목동,0,1,0
2449,금천구,독산동,0,1,0
2450,성북구,종암동,0,1,0
2451,강남구,논현동,0,1,0
2452,영등포구,신길동,0,1,0
2453,강서구,등촌동,0,1,0
2454,성북구,돈암동,0,1,0
2455,강서구,화곡동,0,1,0
2456,송파구,풍납동,0,1,0
2457,용산구,이태원동,0,1,0
2458,서초구,우면동,0,1,0
2459,도봉구,창동,0,1,0
2460,동작구,상도1동,0,1,0
2461,송파구,잠실동,0,1,0
2462,양천구,신정동,0,1,0
2463,중랑구,중화동,0,1,0
2464,강남구,역삼동,1,0,1
2465,구로구,오류동,0,1,1
2466,강서구,화곡동,0,1,0
2467,영등포구,여의도동,0,1,0
2468,도봉구,쌍문동,0,1,0
2469,강남구,역삼동,0,2,0
2470,도봉구,도봉동,0,1,0
2471,은평구,증산동,0,1,0
2472,노원구,하계동,0,1,0
2473,중구,예장동,0,1,0
2474,종로구,중학동,0,1,0
2475,성북구,정릉동,0,1,0
2476,서초구,방배동,0,1,0
2477,서초구,잠원동,0,1,1
2478,광진구,자양동,0,1,0
2479,용산구,용산동2가,0,1,0
2480,광진구,자양동,0,1,0
2481,성북구,석관동,0,1,1
2482,도봉구,방학동,0,1,0
2483,동대문구,장안동,0,1,0
2484,동대문구,장안동,0,1,0
2485,중랑구,면목동,0,1,0
2486,도봉구,방학동,0,1,0
2487,동대문구,제기동,0,1,0
2488,서대문구,창천동,0,1,0
2489,금천구,시흥동,0,1,0
2490,노원구,상계동,0,1,0
2491,서초구,방배동,0,1,0
2492,성동구,행당동,0,1,0
2493,중구,신당동,0,1,0
2494,강북구,미아동,0,1,0
2495,동대문구,장안동,0,1,1
2496,중구,태평로2가,0,1,0
2497,도봉구,창동,0,1,0
2498,강서구,화곡동,0,1,0
2499,동대문구,용두동,0,2,0
2500,성북구,정릉동,0,1,0
2501,노원구,월계동,0,1,0
2502,관악구,신림동,0,1,0
2503,중구,남창동,0,1,0
2504,서초구,서초동,1,0,0
2505,광진구,군자동,0,1,1
2506,금천구,독산동,0,1,0
2507,종로구,당주동,0,1,0
2508,강남구,논현동,0,1,0
2509,중랑구,신내동,0,1,0
2510,서대문구,연희동,0,1,0
2511,송파구,송파동,0,1,0
2512,서초구,반포동,0,1,0
2513,동대문구,답십리동,0,1,0
2514,양천구,신월동,0,1,0
2515,은평구,갈현동,0,1,0
2516,광진구,자양동,0,2,1
2517,영등포구,여의도동,0,1,0
2518,성동구,용답동,0,1,0
2519,강동구,천호동,0,1,0
2520,송파구,방이동,0,1,0
2521,성북구,석관동,0,1,0
2522,영등포구,신길동,0,1,0
2523,강남구,논현동,0,1,0
2524,강북구,미아동,0,2,0
2525,강북구,미아동,0,1,0
2526,중랑구,망우동,0,1,0
2527,중랑구,중화동,0,1,0
2528,송파구,잠실동,0,1,0
2529,송파구,가락동,0,1,0
2530,은평구,대조동,0,1,0
2531,구로구,오류동,0,1,0
2532,성동구,금호동4가,0,1,0
2533,중랑구,상봉동,0,1,0
2534,강동구,천호동,1,0,1
2535,송파구,석촌동,0,1,0
2536,동대문구,전농동,0,1,0
2537,강동구,천호동,0,1,0
2538,동대문구,신설동,0,1,0
2539,종로구,구기동,0,1,0
2540,중랑구,상봉동,0,1,2
2541,영등포구,신길동,0,1,0
2542,동대문구,전농동,0,1,0
2543,강서구,염창동,0,1,3
2544,동대문구,이문동,1,0,0
2545,강남구,논현동,0,1,0
2546,성북구,보문동2가,0,1,1
2547,동대문구,답십리동,0,1,0
2548,양천구,신월동,0,2,0
2549,관악구,신림동,0,1,0
2550,강남구,역삼동,0,1,0
2551,노원구,상계동,0,1,0
2552,중구,방산동,0,1,0
2553,성북구,석관동,0,1,0
2554,중랑구,신내동,0,1,0
2555,마포구,서교동,0,1,0
2556,금천구,독산동,0,1,0
2557,중랑구,면목동,0,1,0
2558,서대문구,현저동,0,1,0
2559,동대문구,휘경동,0,1,0
2560,송파구,잠실동,0,1,0
2561,강서구,염창동,0,1,0
2562,영등포구,당산동4가,0,1,1
2563,은평구,응암동,0,1,0
2564,중랑구,중화동,0,1,0
2565,서대문구,연희동,0,1,0
2566,강남구,신사동,0,1,0
2567,강남구,개포동,0,1,0
2568,중랑구,면목동,0,1,0
2569,동대문구,장안동,0,1,0
2570,강서구,가양동,0,1,0
2571,동대문구,제기동,0,1,0
2572,양천구,신정동,0,1,0
2573,중랑구,중화동,0,1,0
2574,강서구,화곡동,0,1,0
2575,송파구,잠실동,0,1,0
2576,광진구,구의동,0,1,0
2577,송파구,잠실동,0,1,0
2578,용산구,이촌동,0,1,0
2579,송파구,장지동,0,1,0
2580,마포구,서교동,0,1,0
2581,노원구,중계동,1,0,0
2582,서초구,서초동,0,1,0
2583,서대문구,홍은동,1,0,0
2584,강남구,논현동,0,1,0
2585,마포구,신수동,1,0,0
2586,동대문구,장안동,0,1,0
2587,동대문구,답십리동,0,1,0
2588,동대문구,신설동,0,1,0
2589,강서구,화곡동,0,1,0
2590,강남구,개포동,0,1,0
2591,강남구,신사동,0,1,0
2592,강남구,역삼동,0,1,0
2593,성동구,도선동,0,1,0
2594,중구,신당동,0,1,0
2595,강북구,수유동,0,2,0
2596,강동구,길동,0,1,0
2597,서대문구,연희동,0,1,0
2598,노원구,하계동,0,1,0
2599,관악구,신림동,0,1,0
2600,노원구,중계동,0,1,0
2601,광진구,구의동,0,1,0
2602,영등포구,당산동5가,0,1,0
2603,양천구,목동,0,1,0
2604,송파구,잠실동,0,1,0
2605,서초구,방배동,0,1,0
2606,노원구,하계동,0,1,0
2607,동대문구,장안동,0,1,0
2608,은평구,응암동,0,1,0
2609,노원구,상계동,0,1,0
2610,강남구,일원동,0,1,0
2611,동대문구,제기동,0,1,0
2612,강남구,삼성동,0,1,0
2613,성북구,보문동5가,0,1,0
2614,성동구,행당동,1,0,0
2615,송파구,삼전동,0,1,0
2616,중랑구,상봉동,0,1,0
2617,관악구,남현동,0,1,0
2618,은평구,응암동,0,1,0
2619,성북구,하월곡동,0,1,0
2620,금천구,독산동,0,1,0
2621,강서구,화곡동,0,1,0
2622,은평구,역촌동,0,1,1
2623,성북구,돈암동,0,1,0
2624,강남구,논현동,0,1,0
2625,구로구,가리봉동,0,1,0
2626,강서구,염창동,1,0,0
2627,강서구,마곡동,0,1,0
2628,강서구,방화동,0,1,1
2629,강남구,도곡동,0,1,1
2630,용산구,이태원동,0,1,0
2631,관악구,봉천동,1,0,0
2632,노원구,하계동,0,1,0
2633,강남구,논현동,0,1,0
2634,강남구,개포동,0,1,0
2635,성북구,하월곡동,0,1,0
2636,성동구,옥수동,0,1,0
2637,강남구,도곡동,0,1,0
2638,강북구,번동,0,1,0
2639,영등포구,여의도동,0,1,0
2640,강남구,논현동,0,1,1
2641,금천구,시흥동,0,1,0
2642,관악구,봉천동,0,2,0
2643,구로구,신도림동,0,2,0
2644,관악구,봉천동,0,1,0
2645,동대문구,용두동,0,1,0
2646,은평구,녹번동,0,1,0
2647,구로구,개봉동,0,1,0
2648,강북구,수유동,0,1,1
2649,송파구,장지동,0,1,0
2650,구로구,구로동,0,1,0
2651,서초구,방배동,0,1,0
2652,마포구,대흥동,0,1,0
2653,영등포구,영등포동5가,0,1,0
2654,중랑구,면목동,0,1,0
2655,동대문구,제기동,0,1,0
2656,강서구,화곡동,0,1,2
2657,강동구,명일동,0,1,0
2658,강남구,대치동,0,1,0
2659,송파구,잠실동,0,1,0
2660,광진구,중곡동,0,1,0
2661,도봉구,도봉동,0,1,0
2662,은평구,녹번동,0,1,2
2663,관악구,봉천동,0,1,0
2664,서초구,우면동,0,1,0
2665,양천구,신정동,0,1,0
2666,강북구,수유동,0,1,0
2667,강남구,논현동,0,1,0
2668,광진구,구의동,0,1,0
2669,영등포구,여의도동,0,1,0
2670,서초구,방배동,0,2,0
2671,강서구,마곡동,0,1,1
2672,강남구,역삼동,0,1,0
2673,동작구,상도동,0,1,0
2674,구로구,개봉동,0,1,1
2675,종로구,내수동,0,1,0
2676,성북구,석관동,0,1,0
2677,동대문구,청량리동,0,1,0
2678,동대문구,용두동,0,1,1
2679,관악구,신림동,0,2,0
2680,종로구,종로5가,0,1,0
2681,성동구,금호동4가,0,1,0
2682,강남구,청담동,0,1,0
2683,성북구,정릉동,0,1,0
2684,동대문구,청량리동,0,1,0
2685,마포구,공덕동,0,1,0
2686,동작구,상도동,0,1,0
2687,강북구,수유동,0,1,0
2688,강남구,역삼동,0,1,0
2689,서대문구,홍제동,0,1,0
2690,동작구,사당동,0,1,0
2691,강북구,수유동,0,1,0
2692,중랑구,망우동,0,1,0
2693,강서구,화곡동,0,1,0
2694,은평구,진관동,1,0,0
2695,서초구,서초동,0,1,0
2696,강북구,수유동,0,1,0
2697,강동구,상일동,0,1,2
2698,동작구,노량진동,0,1,0
2699,양천구,신정동,0,1,0
2700,구로구,개봉동,0,1,0
2701,강서구,화곡동,0,1,0
