구_x,행정동,1인가구,행정동코드,생활인구,도로면적,사망자수,중상자수,경상자수
관악구,청룡동,13435,11620595.0,38558.0,0.299838,0.0,0.0,0.0
관악구,난곡동,4155,11620775.0,17799.0,0.243936,0.0,1.0,0.0
관악구,삼성동,3132,11620745.0,19843.0,0.675906,0.0,0.0,0.0
관악구,미성동,4186,11620765.0,20871.0,0.350658,0.0,4.0,0.0
서초구,서초1동,3203,11650510.0,30732.0,0.37417,2.0,115.0,8.0
서초구,서초2동,3238,11650520.0,46454.0,0.32674,0.0,0.0,0.0
서초구,서초3동,4851,11650530.0,64569.0,0.772055,0.0,0.0,0.0
서초구,서초4동,1529,11650531.0,43755.0,0.23188,0.0,0.0,0.0
서초구,잠원동,2809,11650540.0,33623.0,0.46376,1.0,24.0,5.0
서초구,반포본동,354,11650550.0,2956.0,0.266135,0.0,5.0,1.0
서초구,반포1동,5087,11650560.0,32991.0,0.2635,1.0,60.0,12.0
서초구,반포2동,314,11650570.0,16650.0,0.355725,0.0,1.0,0.0
서초구,반포3동,910,11650580.0,23141.0,0.33728,0.0,3.0,0.0
서초구,반포4동,1110,11650581.0,43288.0,0.376805,0.0,2.0,1.0
서초구,방배본동,1683,11650590.0,18349.0,0.176545,0.0,0.0,0.0
서초구,방배1동,2318,11650600.0,20350.0,0.18445,1.0,66.0,9.0
서초구,방배2동,2182,11650610.0,20683.0,0.508555,0.0,1.0,0.0
서초구,방배3동,1472,11650620.0,17532.0,0.6324,2.0,5.0,3.0
서초구,방배4동,2585,11650621.0,27254.0,0.25823,0.0,0.0,0.0
서초구,양재1동,4776,11650651.0,53856.0,1.51776,0.0,16.0,0.0
서초구,양재2동,3938,11650652.0,38177.0,1.99733,1.0,48.0,4.0
서초구,내곡동,1583,11650660.0,25426.0,3.34118,0.0,4.0,1.0
강남구,논현1동,7121,11680521.0,44019.0,0.30075,0.0,139.0,27.0
강남구,논현2동,4618,11680531.0,44600.0,0.353682,0.0,3.0,1.0
강남구,삼성1동,1433,11680580.0,43898.0,0.466764,0.0,64.0,16.0
강남구,삼성2동,4236,11680590.0,40380.0,0.298344,0.0,0.0,0.0
강남구,대치1동,350,11680600.0,28354.0,0.190074,3.0,94.0,7.0
강남구,대치4동,4269,11680630.0,41336.0,0.175638,0.0,1.0,0.0
강남구,역삼1동,12735,11680640.0,109277.0,0.56541,4.0,133.0,23.0
강남구,역삼2동,4735,11680650.0,54676.0,0.27669,0.0,0.0,0.0
강남구,도곡1동,1872,11680655.0,35752.0,0.245412,1.0,40.0,9.0
강남구,도곡2동,1408,11680656.0,29859.0,0.245412,0.0,0.0,0.0
강남구,개포1동,550,11680660.0,8830.0,0.305562,0.0,39.0,12.0
강남구,개포4동,2280,11680690.0,16024.0,0.358494,0.0,1.0,0.0
강남구,일원본동,923,11680720.0,24822.0,0.620748,0.0,0.0,0.0
강남구,일원1동,2631,11680730.0,15710.0,0.221352,1.0,18.0,0.0
강남구,일원2동,1927,11680740.0,16432.0,0.298344,0.0,0.0,0.0
강남구,수서동,3083,11680750.0,23720.0,0.344058,1.0,19.0,1.0
강남구,세곡동,4891,11680700.0,44886.0,1.530216,0.0,10.0,1.0
강남구,압구정동,1822,11680545.0,44405.0,0.608718,1.0,8.0,1.0
강남구,청담동,3203,11680565.0,43384.0,0.560598,3.0,44.0,4.0
강남구,대치2동,1807,11680610.0,50253.0,0.4812,0.0,1.0,0.0
강남구,개포2동,1058,11680670.0,24976.0,0.603906,0.0,7.0,0.0
송파구,풍납1동,1869,11710510.0,15392.0,0.159236,0.0,24.0,2.0
송파구,풍납2동,2880,11710520.0,35924.0,0.328812,0.0,0.0,0.0
송파구,거여1동,1396,11710531.0,12424.0,0.105468,1.0,18.0,1.0
송파구,거여2동,1883,11710532.0,19087.0,0.109604,0.0,1.0,0.0
송파구,마천1동,2403,11710540.0,12399.0,0.119944,0.0,16.0,1.0
송파구,마천2동,2296,11710550.0,14905.0,0.184052,0.0,3.0,3.0
송파구,방이1동,1381,11710561.0,17699.0,0.1034,0.0,50.0,13.0
송파구,방이2동,6641,11710562.0,36414.0,0.16544,0.0,0.0,0.0
송파구,오륜동,361,11710566.0,17494.0,0.655556,0.0,0.0,0.0
송파구,오금동,3077,11710570.0,36364.0,0.34122,0.0,38.0,5.0
송파구,송파1동,4706,11710580.0,30626.0,0.163372,0.0,54.0,3.0
송파구,송파2동,1242,11710590.0,18905.0,0.109604,0.0,0.0,0.0
송파구,석촌동,6716,11710600.0,28987.0,0.19646,0.0,28.0,3.0
송파구,삼전동,6327,11710610.0,30645.0,0.19646,0.0,21.0,5.0
송파구,가락본동,3173,11710620.0,38446.0,0.233684,0.0,5.0,0.0
송파구,가락1동,1255,11710631.0,26012.0,0.277112,0.0,67.0,4.0
송파구,가락2동,2272,11710632.0,25983.0,0.198528,0.0,2.0,0.0
송파구,문정1동,2134,11710641.0,20702.0,0.115808,1.0,38.0,9.0
송파구,문정2동,7515,11710642.0,40784.0,0.45496,0.0,1.0,0.0
송파구,장지동,2747,11710646.0,34212.0,0.283316,1.0,27.0,2.0
송파구,위례동,1037,11710647.0,42702.0,0.52734,0.0,0.0,0.0
송파구,잠실본동,6559,11710650.0,34362.0,0.194392,0.0,0.0,0.0
송파구,잠실4동,669,11710690.0,20122.0,0.322608,1.0,38.0,10.0
송파구,잠실6동,577,11710710.0,42244.0,0.576972,0.0,0.0,0.0
송파구,잠실7동,302,11710720.0,10299.0,0.12408,0.0,0.0,0.0
송파구,잠실2동,1160,11710670.0,33590.0,0.450824,2.0,77.0,14.0
송파구,잠실3동,1116,11710680.0,47399.0,0.308132,0.0,0.0,0.0
강동구,강일동,2081,11740515.0,51629.0,0.549632,1.0,8.0,4.0
강동구,명일1동,1698,11740530.0,26471.0,0.148352,1.0,29.0,2.0
강동구,명일2동,763,11740540.0,15906.0,0.235904,0.0,3.0,0.0
강동구,고덕1동,1143,11740550.0,24378.0,0.420736,1.0,10.0,4.0
강동구,고덕2동,1730,11740560.0,20635.0,0.488832,0.0,2.0,0.0
강동구,암사2동,1481,11740580.0,15146.0,0.286976,0.0,0.0,0.0
강동구,암사3동,707,11740590.0,13210.0,0.610432,0.0,0.0,0.0
강동구,천호1동,3749,11740600.0,29749.0,0.172672,1.0,83.0,9.0
강동구,천호3동,5205,11740620.0,27989.0,0.192128,0.0,0.0,0.0
강동구,성내1동,1808,11740640.0,23624.0,0.141056,0.0,29.0,1.0
강동구,성내2동,5143,11740650.0,24565.0,0.162944,0.0,0.0,0.0
강동구,성내3동,3134,11740660.0,26372.0,0.172672,0.0,0.0,0.0
강동구,둔촌1동,6,11740690.0,4470.0,0.223744,0.0,16.0,2.0
강동구,둔촌2동,2389,11740700.0,27077.0,0.238336,0.0,2.0,0.0
강동구,암사1동,4551,11740570.0,27282.0,0.248064,0.0,33.0,10.0
강동구,천호2동,6378,11740610.0,44371.0,0.381824,0.0,0.0,0.0
강동구,길동,6909,11740685.0,56112.0,0.527744,0.0,33.0,7.0
